,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
67,COL,Ceus,Steward,GK,40000.0,40000.0,2010
68,HOU,Chabala,Michael,M,40000.0,40000.0,2010
69,DAL,Chavez,Marvin,M,60000.0,70000.0,2010
70,KC,Chhetri,Sunil,F,100008.0,110008.0,2010
71,CHV,Chijindu,Chukwudi,M,40000.0,40000.0,2010
72,HOU,Ching,Brian,F,350000.0,350000.0,2010
73,NY,Chinn,Conor,F,40000.0,40000.0,2010
74,NY,Chirgadze,Giorgi,F,40000.0,40000.0,2010
75,COL,Clark,Colin,M,89250.0,94250.0,2010
76,HOU,Cochrane,Ryan,D,100000.0,100000.0,2010
77,NE,Colaluca,Nico,M,100000.0,133000.0,2010
78,CHI,Conde,Wilman,D,180000.0,200000.0,2010
79,KC,Conrad,Jimmy,D,232750.0,244000.0,2010
80,SJ,Convey,Bobby,M,285000.0,307500.0,2010
81,TFC,Conway,Jon,GK,60000.0,69833.33,2010
82,SJ,Corrales,Ramiro,M,150000.0,160625.0,2010
83,PHI,Coudet,Eduardo,M,180000.0,185000.0,2010
84,NY,Coundoul,Bouna,GK,155000.0,156250.0,2010
85,DC,Cristman,Adam,F,40000.0,40000.0,2010
86,SJ,Cronin,Sam,M,57500.0,105500.0,2010
87,HOU,Cruz,Danny,M,75000.0,118000.0,2010
88,CHV,Cuesta,Yamin,D,42000.0,44500.0,2010
89,COL,Cummings,Omar,F,71500.0,80250.0,2010
90,DAL,Cunningham,Jeffrey,F,220000.0,230125.0,2010
91,NY,Da Luz,Austin,M,40000.0,52125.0,2010
92,SJ,Da Silva,Eduardo,F,48000.0,48000.0,2010
93,DAL,Davies,Kyle,D,57500.0,57500.0,2010
94,HOU,Davis,Brad,M,215000.04,258062.54,2010
95,TFC,de Guzman,Julian,M,1670796.0,1717546.0,2010
96,LA,DeLaGarza,AJ,D,45100.0,45100.0,2010
97,CHV,Delgado,Dario,D,42000.0,42000.0,2010
98,HOU,Deric,Tyler,GK,40000.0,40000.0,2010
99,TFC,DeRosario,Dwayne,M,375000.0,443750.0,2010
100,CHI,Dimitrov,Stefan,F,40000.0,40000.0,2010
101,KC,Diop,Ibrahim,M,57000.0,58250.0,2010
102,LA,Donovan,Landon,F,2050000.0,2127777.78,2010
103,LA,Dos Santos Cazumba,Alex,D,70000.0,80000.0,2010
104,NE,Dube,Mkhokheli,F,80000.0,89000.0,2010
105,CLB,Duka,Dilaver,M,80000.0,213000.0,2010
106,LA,Dunivant,Todd,D,120000.0,126750.0,2010
107,CHI,Dykstra,Andrew,GK,40000.0,40000.0,2010
108,COL,Earls,Danny,D-M,40000.0,41250.0,2010
109,DAL,Edward,Edson,D,40000.0,40000.0,2010
110,CLB,Ekpo,Emmanuel,M,155000.0,177250.0,2010
111,RSL,Espindola,Fabian,F,75000.0,75000.0,2010
112,CHV,Espinoza,Rodolfo,M,216000.0,218500.0,2010
113,KC,Espinoza,Roger,M,75000.0,108750.0,2010
114,SEA,Estrada,David,F,40000.0,40000.0,2010
115,SEA,Evans,Brad,F,110000.0,123750.0,2010
116,SEA,Fernandez,Alvaro,M,300000.0,300000.0,2010
117,DAL,Ferreira,David,M-F,300000.0,300000.0,2010
118,RSL,Findley,Robert,F,73566.0,87316.0,2010
119,CHV,Flores,Jorge,F,40000.0,40000.0,2010
120,CLB,Francis,Shaun,D,40000.0,40000.0,2010
121,LA,Franklin,Sean,D,73535.0,87285.0,2010
122,TFC,Frei,Stefan,GK,80000.0,135000.0,2010
123,SEA,Fucito,Michael,MF,40000.0,40000.0,2010
124,TFC,Gala,Gabe,D-M,40000.0,40000.0,2010
125,CHV,Galindo,Maykel,F,96498.0,96498.0,2010
126,NY,Garcia,Irving,M,40000.0,40000.0,2010
127,TFC,Garcia,Nick,D,190000.0,198750.0,2010
128,CLB,Garey,Jason,F,75000.0,76250.0,2010
129,TFC,Gargan,Daniel,M,40000.0,40000.0,2010
130,CLB,Gaven,Eddie,M-F,190575.0,190575.0,2010
131,CHV,Gavin,Blair,M,50000.0,69000.0,2010
132,NE,Gibbs,Cory,D,121000.0,128142.86,2010
133,RSL,Gil,Luis,M,85500.0,180583.33,2010
134,SJ,Gjertsen,Joey,M,65000.0,73625.0,2010
135,SJ,Glen,Cornell,F,85000.0,99875.0,2010
136,None,Goldthwaite,Kevin,D,120000.0,129000.0,2010
137,LA,Gomes,Juninho,M,70000.0,80000.0,2010
138,TFC,Gomez,Emmanuel,D,40000.0,45600.0,2010
139,DAL,Goncalves,Jackson,D,64620.0,75870.0,2010
140,LA,Gonzalez,Omar,D,80000.0,157000.0,2010
141,PHI,Gonzalez,Juan Diego,D,180000.0,184462.5,2010
142,RSL,Gonzalez,Nelson,M-F,40008.0,40008.0,2010
143,SEA,Gonzalez,Leonardo,D,72000.0,72000.0,2010
144,CHV,Gordon,Alan,F,87731.0,87731.0,2010
145,RSL,Grabavoy,Ned,M,105000.0,105000.0,2010
146,SEA,Graham,Taylor,D,57750.0,57750.0,2010
147,DC,Graye,Jordan,D,40000.0,40000.0,2010
148,CLB,Griffit,Leandre,M,40008.0,40008.0,2010
149,NE,Griffiths,Jason,M,40000.0,40000.0,2010
150,CLB,Gruenebaum,Andy,GK,40000.0,40000.0,2010
151,DAL,Guarda,Bruno,M,75000.0,105000.0,2010
152,Pool,Guppy,Kevin,GK,40000.0,40000.0,2010
153,HOU,Hainault,Andrew,D,110000.0,123125.0,2010
154,HOU,Hall,Tally,GK,60000.0,69375.0,2010
155,NY,Hall,Jeremy,M,75000.0,124000.0,2010
156,DC,Hamid,Bill,GK,40000.0,46666.66,2010
157,TFC,Harden,Ty,D,40000.0,40000.0,2010
158,KC,Harrington,Michael,M-D,78516.0,97266.0,2010
159,DAL,Harris,Atiba,M-F,68970.0,71970.0,2010
160,DAL,Hartman,Kevin,GK,75000.0,80000.0,2010
161,PHI,Harvey,Jordan,D,55000.0,56250.0,2010
162,CLB,Hejduk,Frankie,M,120000.0,127500.0,2010
163,NY,Henry,Thierry,F,5000000.04,5600000.04,2010
164,KC,Hercegfalvi,Zoltan,F,168000.0,168000.0,2010
165,DAL,Hernandez,Daniel,M-D,100000.0,112500.0,2010
166,DAL,Hernandez,Moises,D,31260.0,31260.0,2010
167,DC,Hernandez,Pablo,F,240000.0,249090.91,2010
168,SJ,Hernandez,Jason,D,125000.0,125000.0,2010
169,TFC,Herold,Zachary,D,60000.0,109166.67,2010
170,CLB,Hesmer,William,GK,125000.0,136000.0,2010
171,KC,Hohlbein,Aaron,D,40000.0,40000.0,2010
172,COL,Holody,Mike,D,40000.0,40000.0,2010
173,RSL,Horst,David,D,40000.0,40000.0,2010
174,Pool,Horwath,Alex,GK,40000.0,40000.0,2010
175,TFC,Hscanovics,Raivis,D,114000.0,120250.0,2010
176,SEA,Hurtado,John Kennedy,D,120000.0,121000.0,2010
177,CHI,Husidic,Baggio,M,75000.0,117000.0,2010
178,SEA,Ianni,Patrick,D,75600.0,75600.0,2010
179,TFC,Ibrahim,Fuad,F,100000.0,133000.0,2010
180,DAL,Ihemelu,Ugo,D,150000.0,150000.0,2010
181,CLB,Iro,Andy,D,52360.0,71110.0,2010
182,PHI,Jacobson,Andrew,M,40000.0,40000.0,2010
183,DC,Jakovic,Dejan,D,147600.0,167102.5,2010
184,DC,James,Julius,D,52085.0,61460.0,2010
185,NE,Jankauskas,Edgaras,F,240000.0,240000.0,2010
186,SEA,Jaqua,Nate,F,150000.0,157000.0,2010
187,SJ,Jassey,Omar,M,42000.0,47500.0,2010
188,CHV,Jazic,Ante,D,105000.0,113500.0,2010
189,KC,Jewsbury,Jack,D,145000.0,154125.0,2010
190,CHI,John,Collins,F,160000.0,181875.0,2010
191,DAL,John,George,D,40000.0,40000.0,2010
192,CHI,Johnson,Sean,GK,55000.0,88000.0,2010
193,RSL,Johnson,Will,F,76320.0,89891.43,2010
194,SJ,Johnson,Ryan,M,125000.0,125000.0,2010
195,LA,Jordan,Bryan,F,40000.0,40000.0,2010
196,NE,Joseph,Shalrie,M,450000.0,475000.0,2010
197,TFC,Joseph,Nane,M,40000.0,40000.0,2010
198,COL,Joyce,Ian,GK,54000.0,54000.0,2010
199,KC,Kamara,Kei,F,180000.0,182500.0,2010
200,NY,Kandji,Macoumba,F,85000.0,112988.37,2010
201,SEA,Keller,Kasey,GK,300000.0,300000.0,2010
202,CHV,Kennedy,Dan,GK,54996.0,54996.0,2010
203,COL,Kimura,Kosuke,D,57750.0,57750.0,2010
204,DC,King,Stephen,M,40000.0,40000.0,2010
205,CHI,Kinney,Steven,D,40000.0,40000.0,2010
206,LA,Kirovski,Jovan,F,84000.0,84000.0,2010
207,LA,Klein,Chris,M,96000.0,101000.0,2010
208,PHI,Knighton,Brad,GK,40000.0,40000.0,2010
209,TFC,Kocic,Milos,GK,40000.0,40000.0,2010
210,KC,Kounenakis,Nick,D,60000.0,70000.0,2010
211,LA,Kovalenko,Dema,M,136500.0,144118.75,2010
212,CHI,Krol,Krzystof,D,100000.0,100000.0,2010
213,KC,Kronberg,Eric,GK,56000.0,56000.0,2010
214,COL,LaBauex,Ross,M,40000.0,40000.0,2010
215,TFC,LaBrocca,Nick,M,77000.0,79500.0,2010
216,CHV,Lahoud,Michael,M,45100.0,54475.0,2010
217,DAL,Lambo,Josh,GK,75000.0,108000.0,2010
218,COL,Larentowicz,Jeff,D,150000.0,150000.0,2010
219,PHI,Le Toux,Sebastian,M,110000.0,122000.0,2010
220,KC,Leathers,Jonathan,D,40000.0,40000.0,2010
221,SJ,Leitch,Chris,D,101000.0,101000.0,2010
222,CLB,Lenhart,Steven,F,40000.0,42333.34,2010
223,SEA,Levesque,Roger,F,40000.08,40000.08,2010
224,LA,Lewis,Eddie,M,96000.0,99333.33,2010
225,DAL,Leyva,Bryan,M,45000.0,60833.33,2010
226,CHV,Lillingston,Eduardo,F,100000.0,100000.0,2010
227,NE,Linck,Roberto,F-M,40000.08,40000.08,2010
228,NY,Lindpere,Joel,M,80000.0,115000.0,2010
229,CHI,Ljungberg,Fredrik,M,1300000.0,1314000.0,2010
230,COL,Lopez,Claudio,F,120000.0,120000.0,2010
231,CHI,Lowry,Peter,F-M,40000.0,40000.0,2010
232,DAL,Loyd,Zach,M,40000.0,57125.0,2010
233,SJ,Luiz Moreira,Andre,M,60000.0,60000.0,2010
234,DAL,Luna,Ruben,F,45000.0,47000.0,2010
235,LA,Magee,Mike,F,93500.0,96000.0,2010
236,CHV,Maldonado,Giancarlo,F,204000.0,204000.0,2010
237,NE,Mansally,Kenny,F-M,65000.0,72500.0,2010
238,PHI,Mapp,Justin,M,162000.0,170333.33,2010
239,DAL,Marosevic,Peri,F,75000.0,124000.0,2010
240,NY,Marquez,Rafael,D,5544000.0,5544000.0,2010
241,CLB,Marshall,Chad,D,250000.0,320000.0,2010
242,LA,Marshall,Yohance,D,40000.0,40000.0,2010
243,SEA,Marshall,Tyrone,D,165375.0,169125.0,2010
244,TFC,Martinez,"Miguel ""Mista""",F,968736.0,987337.5,2010
245,COL,Mastroeni,Pablo,M-D,255000.0,300500.0,2010
246,CHV,Mayen,Gerson,M,40000.0,40000.0,2010
247,CHI,McBride,Brian,F,378000.0,403333.33,2010
248,DAL,McCarty,Dax,M,145000.0,165000.0,2010
249,SJ,McDonald,Brandon,M,40000.0,40000.0,2010
250,PHI,McInerney,Jack,F,52250.0,116416.67,2010
251,RSL,McKenzie,Rauwshan,D,40000.0,40000.0,2010
252,DC,McTavish,Devon,D-M,70000.0,72500.0,2010
253,RSL,Melia,Tim,GK,40000.0,40000.0,2010
254,NY,Mendes,Carlos,D,89250.0,92375.0,2010
255,CLB,Mendoza,Andres,F,216000.0,240833.33,2010
256,PHI,Miglioranzi,Stefani,M,125000.0,148125.0,2010
257,NY,Miller,Roy,M,99996.0,99996.0,2010
258,CLB,Moffat,Adam,M,50400.0,50400.0,2010
259,SEA,Montano,Miguel,F,40008.0,40008.0,2010
260,SEA,Montero,Fredy,F,180000.0,180000.0,2010
261,COL,Moor,Drew,D,145200.0,162388.89,2010
262,RSL,Morales,Javier,M,200000.0,252500.0,2010
263,DC,Moreno,Jaime,F,160000.0,185000.0,2010
264,PHI,Moreno,Alejandro,F,145000.0,158125.0,2010
265,SJ,Morrow,Justin,D,40000.0,40000.0,2010
266,DC,Morsink,Kurt,M,40000.0,40000.0,2010
267,HOU,Mullan,Brian,M,180500.0,189812.5,2010
268,HOU,Mulrooney,Richard,M,120000.0,125000.0,2010
269,NE,Murray,Tim,GK,40000.0,40000.0,2010
270,PHI,Mwanga,Danny,F,100000.0,206250.0,2010
271,KC,Myers,Chance,D-M,70000.0,142000.0,2010
272,CHV,Nagamura,Paulo,M,192000.0,197500.0,2010
273,DC,Najar,Andy,M-F,39000.0,58995.83,2010
274,PHI,Nakazawa,Kyle,M,40000.0,40000.0,2010
275,HOU,Navas,Francisco,M,40000.0,40000.0,2010
276,HOU,Ngwenya,Joseph,M/F,72000.0,72000.0,2010
277,KC,Nielsen,Jimmy,GK,100000.0,141666.67,2010
278,NY,Nielsen,Brian,M,156000.0,156000.0,2010
279,RSL,Nimo,Alex,F-M,75000.0,108000.0,2010
280,SEA,Nkufo,Blaise,F,480000.0,480000.0,2010
281,SEA,Noonan,Pat,F,96000.0,96000.0,2010
282,PHI,Noone,JT,M,40012.08,40012.08,2010
283,CHI,Nyarko,Patrick,F,80000.0,160000.0,2010
284,NE,Nyassi,Sainey,M,70000.0,76750.0,2010
285,SEA,Nyassi,Sanna,M,40000.0,40000.0,2010
286,HOU,Obodai,Anthony,M,96000.0,112666.67,2010
287,COL,O'Brien,Ciaran,M,75000.0,108750.0,2010
288,HOU,Oduro,Dominic,F,40000.0,40000.0,2010
289,PHI,Okugo,Amobi,M,75000.0,158000.0,2010
290,RSL,Olave,Jamison,D,225000.0,240000.0,2010
291,HOU,Onstad,Patrick,GK,164000.0,172333.33,2010
292,SJ,Opara,Ike,D,80000.0,165900.0,2010
293,CLB,O'Rourke,Danny,D,110000.0,122500.0,2010
294,PHI,Orozco,Michael,D,150000.0,200000.0,2010
295,NE,Osei,Emmanuel,D,47250.0,52875.0,2010
296,CLB,Oughton,Duncan,D,40000.0,40000.0,2010
297,CHV,Padilla,Jesus Andres,F,48000.0,48000.0,2010
298,CLB,Padula,Gino,D,165000.0,190000.0,2010
299,COL,Palguta,Scott,D,57750.0,57750.0,2010
300,HOU,Palmer,Lovel,M,60000.0,71250.0,2010
301,CHI,Pappa,Marco,M,108000.0,108000.0,2010
302,SEA,Parke,Jeff,D,99999.96,99999.96,2010
303,CHI,Pause,Logan,M,160000.0,168125.0,2010
304,DAL,Pearce,Heath,D,198000.0,207500.0,2010
305,DC,Pena,Juan,D,40000.0,40000.0,2010
306,LA,Perk,Brian,GK,52250.0,86350.0,2010
307,DC,Perkins,Troy,GK,200000.0,205000.0,2010
308,NE,Perovic,Marko,M,180000.0,190000.0,2010
309,TFC,Peterson,Jacob,F,125000.0,143000.0,2010
310,NY,Petke,Mike,D,95000.0,95000.0,2010
311,NE,Phelan,Pat,M,40000.0,40000.0,2010
312,COL,Pickens,Matt,GK,135000.0,137500.0,2010
313,DC,Pontius,Chris,M-F,100000.0,100000.0,2010
314,DC,Quaranta,Santino,M-F,105000.0,107500.0,2010
315,DC,Quinn,Andrew,GK,40008.0,40008.0,2010
316,NY,Ream,Tim,D,40000.0,40000.0,2010
317,NE,Reis,Matt,GK,182011.0,182011.0,2010
318,CLB,Renteria,Emilio,F,108000.0,109875.0,2010
319,RSL,Reynish,Kyle,GK,40000.0,40000.0,2010
320,LA,Ribeiro Da Silva,Leonardo,D,70000.0,80000.0,2010
321,DC,Rice,Barry,D,40000.0,40000.0,2010
322,NY,Richards,Dane,M-F,135000.0,146500.0,2010
323,LA,Ricketts,Donovan,GK,160000.0,160000.0,2010
324,SEA,Riley,James,D,72450.0,76075.0,2010
325,RSL,Rimando,Nick,GK,120000.0,131000.0,2010
326,SJ,Ring,Brad,M,40000.0,40000.0,2010
327,CHI,Robinson,Dasan,D,49200.0,49200.0,2010
328,HOU,Robinson,Eddie,D,135000.0,145000.0,2010
329,NY,Robinson,Carl,M,300000.0,315000.0,2010
330,KC,Rocastle,Craig,M,96000.0,102062.5,2010
331,DAL,Rodriguez,Milton,F,84000.0,114000.0,2010
332,CLB,Rogers,Robbie,M-F,115000.0,115000.0,2010
333,CHV,Romero,Osael,M,80000.0,85500.0,2010
334,RSL,Russell,Robbie,D-M,114000.0,119751.43,2010
335,RSL,Saborio,Alvaro,F,120000.0,128125.0,2010
336,DAL,Sala,Dario,GK,160000.0,178125.0,2010
337,PHI,Salinas,Shea,M,40000.0,40000.0,2010
338,NY,Salou,Ibrahim,F,264000.0,264000.0,2010
339,TFC,Santos,Maicon,F,93000.0,93000.0,2010
340,TFC,Sanyang,Amadou,D,40000.0,46555.55,2010
341,CHV,Saragosa,Marcelo,D-M,130000.0,134285.71,2010
342,TFC,Saric,Martin,M,90000.0,90000.0,2010
343,NY,Sassano,Luke,M-D,40000.0,40000.0,2010
344,LA,Saunders,Josh,GK,57475.0,60608.75,2010
345,NE,Schilawski,Zack,F,40000.0,42500.0,2010
346,RSL,Schuler,Chris,D,40000.0,40000.0,2010
347,COL,Schunk,Ross,F,40000.0,40000.0,2010
348,SEA,Scott,Zach,D,42008.0,42008.0,2010
349,SJ,Sealy,Scott,F,138000.0,145000.0,2010
350,SEA,Seamon,Michael,M,40000.0,40000.0,2010
351,CHI,Segares,Gonzalo,D,60000.0,67750.0,2010
352,PHI,Seitz,Chris,GK,100000.0,135500.0,2010
353,HOU,Serioux,Adrian,D,96000.0,96000.0,2010
354,LA,Sesay,Israel,F,75000.0,107083.33,2010
355,DC,Shanosky,Conor,D,31250.04,37135.54,2010
356,Pool,Sharpe,Christopher,GK,40000.0,40000.0,2010
357,DAL,Shea,Brek,M-D,75000.0,108000.0,2010
358,NE,Shuttleworth,Robert,GK,40000.0,40000.0,2010
359,DC,Simms,Clyde,M,165000.0,171000.0,2010
360,NE,Sinovic,Seth,D,40000.0,40000.0,2010
361,COL,Smith,Jamie,M,172800.0,182800.0,2010
362,KC,Smith,Ryan,M-F,125000.0,129375.0,2010
363,NE,Smith,Khano,M-F,50004.0,50004.0,2010
364,PHI,Stahl,Toni,M,40000.0,110300.0,2010
365,NY,Stammler,Seth,M,123900.0,123900.0,2010
366,LA,Stephens,Michael,M,40000.0,42500.0,2010
367,SJ,Stephenson,Khari,M,151500.0,167333.33,2010
368,NE,Stolica,Ilija,F,216000.0,221500.0,2010
369,SEA,Sturgis,Nathan,D-M,65000.0,69250.0,2010
370,NY,Sutton,Greg,GK,72000.0,76500.0,2010
371,DC,Talley,Carey,D,99996.0,99996.0,2010
372,NY,Tchani,Tony,M,75000.0,179000.0,2010
373,KC,Thomas,Shavar,D,145000.0,159375.0,2010
374,COL,Thompson,Wells,M,40000.0,48125.0,2010
375,CHV,Thornton,Zach,GK,145000.0,152500.0,2010
376,CHI,Thorrington,John,M,177000.0,189500.0,2010
377,NE,Tierney,Chris,D-M,40000.0,40000.0,2010
378,PHI,Torres,Roger,M,96000.0,99125.0,2010
379,CHV,Trujillo,Mariano,M,94500.0,94500.0,2010
380,NE,Twellman,Taylor,F,434500.0,459500.0,2010
381,NY,Ubiparipovic,Sinisa,M,40000.0,40000.0,2010
382,DAL,Ulloa,Victor,M,31260.0,31260.0,2010
383,CHV,Umana,Michael,D,132000.0,144312.5,2010
384,CHI,Umanzor,Deris,D,72000.0,72000.0,2010
385,TFC,Usanov,Maxim,D,96000.0,102250.0,2010
386,SEA,Vagenas,Peter,M,117000.0,117000.0,2010
387,SEA,Wahl,Tyson,D,49400.0,52300.0,2010
388,None,Waibel,Craig,D,84710.0,84710.0,2010
389,COL,Wallace,Anthony,D-M,57500.0,57500.0,2010
390,DC,Wallace,Rodney,M-D,75000.0,124000.0,2010
391,SJ,Ward,Tim,D,55000.0,55000.0,2010
392,RSL,Warner,Collen,MF,40000.0,43750.0,2010
393,CHI,Watson-Siriboe,Kwame,D,40000.0,40000.0,2010
394,HOU,Weaver,Cam,F,85000.0,93250.0,2010
395,TFC,White,O'Brian,F,105000.0,182000.0,2010
396,DAL,Wiedeman,Andrew,F,65000.0,108000.0,2010
397,RSL,Williams,Andy,M,88200.0,88200.0,2010
398,RSL,Wingert,Chris,D,125000.0,125000.0,2010
399,KC,Wolff,Josh,F,220004.0,220004.0,2010
400,None,Wolyniec,John,F,88000.0,88000.0,2010
401,SJ,Wondolowski,Chris,M,48000.0,48000.0,2010
402,COL,Wynne,Marvell,D,66500.0,171750.0,2010
403,DAL,Yeisley,Jason,F,40000.0,40000.0,2010
404,SEA,Zakuani,Steve,F,80000.0,178000.0,2010
405,CHV,Zamora,Cesar,M,40000.0,40000.0,2010
406,DC,Zayner,Jed,D,57000.0,60875.0,2010
407,CHV,Zemanski,Ben,M,40000.0,40000.0,2010
408,PHI,Zimmerman,Nick,D,40000.0,40000.0,2010
409,CHV,Zizzo,Sal,F,60000.0,68250.0,2010
410,CHV,Zotinca,Alex,D,60000.0,60000.0,2010
411,KC,Zusi,Graham,F-M,40000.0,40000.0,2010
