,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
124,PHI,Daniel,Keon,M,80004.0,82891.5,2013
125,POR,Danso,Mamadou,D,83000.0,83000.0,2013
126,VAN,Davidson,Jun Marques,M,74250.0,78019.66,2013
127,NE,Davies,Charlie,F,48000.0,59250.0,2013
128,HOU,Davis,Brad,M,325000.0,372062.5,2013
129,CHV,de la Fuente,Bryan,F,35125.0,35125.0,2013
130,CHV,de Luna,Mario,D,120000.0,120000.0,2013
131,LA,DeLaGarza,AJ,D,120000.0,142500.0,2013
132,DC,DeLeon,Nick,M,70400.0,105400.0,2013
133,CHV,Delgado,Marco,M,50000.0,52500.0,2013
134,MTL,DelPiccolo,Paolo,M,35125.0,35125.0,2013
135,VAN,DeMerit,Jay,D,325000.0,375000.0,2013
136,SEA,Dempsey,Clint,F,4913004.0,5038566.5,2013
137,HOU,Deric,Tyler,GK,80000.0,87666.67,2013
138,DC,DeRosario,Dwayne,M,600000.0,645333.33,2013
139,MTL,Di Vaio,Marco,F,1000008.0,1937508.0,2013
140,DAL,Diaz,Mauro,M,312000.0,398000.0,2013
141,TOR,Dike,Bright,F,57750.0,60687.5,2013
142,HOU,Dixon,Alex,M,49612.5,54612.5,2013
143,LA,Donovan,Landon,F,2500000.0,2500000.0,2013
144,NE,Dorman,Andy,M,125000.0,125000.0,2013
145,PHI,Dos Santos,Gilberto,M,60000.0,80000.0,2013
146,CHI,Dos Santos,Maicon,F,157000.0,164433.33,2013
147,DC,Doyle,Conor,F,46500.0,46500.0,2013
148,HOU,Driver,Andrew,M,95000.0,95000.0,2013
149,NE,Duckett,Bilal,D,35125.0,35125.0,2013
150,CHI,Duka,Dilaver,M,140000.0,273000.0,2013
151,KC,Duke,Christian,D,35125.0,35125.0,2013
152,,Dunfield,Terry,M,120000.0,120000.0,2013
153,LA,Dunivant,Todd,D,150000.0,156750.0,2013
154,KC,Dwyer,Dom,F,65000.0,77500.0,2013
155,DC,Dykstra,Andrew,GK,46500.0,46500.0,2013
156,TOR,Earnshaw,Robert,F,138000.0,155150.0,2013
157,TOR,Eckersley,Richard,D,210000.0,310000.0,2013
158,PHI,Ekra,Yann,F,46500.0,46500.0,2013
159,KC,Ellis,Kevin,D,46500.0,47250.0,2013
160,TOR,Elmer,Jonas,D,124999.92,131488.2,2013
161,NY,Espindola,Fabian,F,150000.0,150000.0,2013
162,SEA,Estrada,David,F,48400.0,48400.0,2013
163,SEA,Evans,Brad,F,167296.0,181046.0,2013
164,POR,Evans,Steven,M,46500.0,46500.0,2013
165,PHI,Fabinho,Fabinho,D,78000.0,82500.0,2013
166,NE,Fagundez,Diego,F,99996.0,127196.0,2013
167,CHV,Farfan,Gabriel,M,50820.0,50820.0,2013
168,PHI,Farfan,Michael,M,98670.0,136170.0,2013
169,NE,Farrell,Andrew,D,80000.0,161000.0,2013
170,KC,Feilhaber,Benny,M,300000.0,312187.5,2013
171,PHI,Fernandes,Leo,M,35125.0,35125.0,2013
172,CHI,Fernandez,Alvaro,M,300000.0,366666.67,2013
173,RSL,Fernandez,Eduardo,GK,35125.0,35125.0,2013
174,DAL,Fernandez,Raul,GK,150000.0,237500.0,2013
175,MTL,Ferrari,Matteo,D,240000.0,295475.0,2013
176,DAL,Ferreira,David,M-F,625000.0,730000.0,2013
177,RSL,Findley,Robbie,F,175000.0,205500.0,2013
178,CLB,Finlay,Ethan,F,47300.0,62300.0,2013
179,CLB,Finley,Ryan,F,46500.0,74000.0,2013
180,CHV,Fondy,Matthew,F,46500.0,46500.0,2013
181,SEA,Ford,Josh,GK,46500.0,46500.0,2013
182,CHI,Francis,Shaun,D,46500.0,46500.0,2013
183,LA,Franklin,Sean,D,225000.0,248333.33,2013
184,TOR,Frei,Stefan,GK,145000.0,200000.0,2013
185,CHV,Frias,Jaime,D,60000.0,60000.0,2013
186,SJ,Fucito,Michael,MF,55000.0,57889.79,2013
187,PHI,Gaddis,Raymon,D,46500.0,46500.0,2013
188,DAL,Garcia,Danny,M,48000.0,64000.0,2013
189,RSL,Garcia,Olmes,F,120000.0,120000.0,2013
190,LA,Garcia,Rafael,M,46500.0,46500.0,2013
191,KC,Gardner,Joshua,M,60000.0,60000.0,2013
192,SJ,Gargan,Daniel,M,88000.0,88000.0,2013
193,SJ,Garza,Sam,M,71500.0,98000.0,2013
194,LA,Gaul,Bryan,F,46500.0,46500.0,2013
195,CLB,Gaven,Eddie,M-F,190000.0,195000.0,2013
196,SEA,Gavin,Blair,M,35125.0,35125.0,2013
197,CLB,Gehrig,Eric,M,46500.0,46500.0,2013
198,CLB,George,Kevan,M,46500.0,46500.0,2013
199,RSL,Gil,Luis,M,118750.0,213833.33,2013
200,POR,Gleeson,Jake,GK,60000.0,63263.75,2013
201,DAL,Goncalves,Jackson,D,144000.0,165375.0,2013
202,NE,Goncalves,Jose,D,75000.0,104375.0,2013
203,DAL,Gonzalez,Jesse,GK,35125.0,35125.0,2013
204,SEA,Gonzalez,Leonardo,D,135000.0,135000.0,2013
205,LA,Gonzalez,Omar,D,205000.0,282000.0,2013
206,SJ,Goodson,Clarence,D,315000.0,342000.0,2013
207,SJ,Gordon,Alan,F,175000.0,196666.67,2013
208,RSL,Grabavoy,Ned,M,155000.0,161666.67,2013
209,COL,Griffiths,Brenton,D,35125.0,35125.0,2013
210,RSL,Grossman,Cole,M,46500.0,46500.0,2013
211,CLB,Gruenebaum,Andy,GK,92220.0,93886.67,2013
212,SEA,Gspurning,Michael,GK,210000.0,285000.0,2013
213,CHI,Gulley,Kellen,F,65000.0,79000.0,2013
214,NE,Guy,Ryan,F,48510.0,48510.0,2013
215,SEA,Hahnemann,Marcus,GK,60000.0,60000.0,2013
216,TOR,Hall,Jeremy,D,80000.0,90000.0,2013
217,HOU,Hall,Tally,GK,185000.0,198500.0,2013
218,DC,Hamid,Bill,GK,75000.0,89750.0,2013
219,SJ,Harden,Ty,D,65000.0,68415.21,2013
220,POR,Harrington,Michael,M-D,140000.0,166833.33,2013
221,COL,Harris,Atiba,M-F,165000.0,173275.0,2013
222,NY,Hartman,Kevin,GK,46500.0,54000.0,2013
223,VAN,Harvey,Jordan,D,112500.0,112500.0,2013
224,DAL,Hassli,Eric,F,237276.0,262276.0,2013
225,DAL,Hedges,Matt,D,49500.0,64500.0,2013
226,VAN,Heinemann,Tommy,F,51975.0,51975.0,2013
227,TOR,Henry,Doneil,D,50000.0,62083.33,2013
228,NY,Henry,Thierry,F,3750000.0,4350000.0,2013
229,PHI,Hernandez,Cristhian,M,62500.0,64375.0,2013
230,SJ,Hernandez,Jason,D,205000.0,208333.33,2013
231,DAL,Hernandez,Moises,D,46500.0,48125.0,2013
232,POOL,Herrick,Doug,GK,35125.0,35125.0,2013
233,VAN,Hertzog,Corey,F,50004.0,60670.67,2013
234,CLB,Higuain,Federico,M-F,440000.0,604000.0,2013
235,COL,Hill,Kamani,M,46500.0,46500.0,2013
236,LA,Hoffman,Chandler,F,71500.0,97500.0,2013
237,NY,Holgersson,Markus,D,199500.0,199500.0,2013
238,PHI,Hoppenot,Antoine,F,48400.0,48400.0,2013
239,POR,Horst,David,D,70000.0,70000.0,2013
240,NE,Horth,Matthew,F,35125.0,35125.0,2013
241,CLB,Horton,Aaron,F,65000.0,80500.0,2013
242,VAN,Hurtado,Erik,F/M,46500.0,81500.0,2013
243,SEA,Hurtado,Jhon Kennedy,D,190000.0,190000.0,2013
244,CLB,Hyland,Kyle,D,35125.0,35125.0,2013
245,SEA,Ianni,Patrick,D,150000.0,150000.0,2013
246,DC,Iapichino,Dennis,D,110000.0,110000.0,2013
247,DAL,Ihemelu,Ugo,D,200000.0,200000.0,2013
248,NE,Imbongo,Dimitry,F,90000.0,99875.0,2013
249,CHV,Iraheta,Marvin,M,46500.0,46500.0,2013
250,COL,Irwin,Clint,GK,35125.0,35125.0,2013
251,DAL,Jacobson,Andrew,M,122500.0,135000.0,2013
252,SJ,Jahn,Adam,F,35125.0,35125.0,2013
253,DC,Jakovic,Dejan,D,280000.0,303341.33,2013
254,CHV,Jazic,Ante,D,132187.5,132187.5,2013
255,POR,Jean-Baptiste,Andrew,D,65000.0,80000.0,2013
256,DC,Jeffrey,Jared,M,54000.0,60200.0,2013
257,POR,Jewsbury,Jack,D,185000.0,194750.0,2013
258,LA,Jimenez,Hector,M,46500.0,46500.0,2013
259,DAL,John,George,D,275000.0,301666.67,2013
260,SEA,Johnson,Eddie,F,150000.0,156333.33,2013
261,HOU,Johnson,Jason,F,70000.0,111000.0,2013
262,POR,Johnson,Ryan,M,144704.0,144704.0,2013
263,CHI,Johnson,Sean,GK,120000.0,153000.0,2013
264,POR,Johnson,Will,F,243750.0,243750.0,2013
265,PHI,Jordan,Greg,M,46500.0,46500.0,2013
266,KC,Joseph,Peterson,M,46500.0,46500.0,2013
267,SEA,Joseph,Shalrie,M,60000.0,105500.0,2013
268,CHI,Jumper,Hunter,D,35125.0,35125.0,2013
269,LA,Juninho,,M,290000.0,290000.0,2013
270,POR,Kah,Pa Modou,D,63999.96,68999.96,2013
271,CHI,Kann,Alec,GK,35125.0,35125.0,2013
272,PHI,Kassel,Matt,M,46500.0,46500.0,2013
273,LA,Keane,Robbie,F,4000000.0,4333333.33,2013
274,DAL,Keel,Stephen,D,46500.0,46500.0,2013
275,DC,Kemp,Taylor,D,35125.0,35125.0,2013
276,KC,Kempin,Jonathan,GK,60000.0,67083.33,2013
277,CHV,Kennedy,Dan,GK,192500.0,194166.67,2013
278,NY,Kimura,Kosuke,D,100000.0,100000.0,2013
279,COL,Kindle,Kory,D,35125.0,35125.0,2013
280,CHI,King,Brendan,M,35125.0,35125.0,2013
281,CHI,Kinney,Steven,D,46500.0,46500.0,2013
282,DC,Kitchen,Perry,D,105000.0,190450.0,2013
283,VAN,Klazura,Greg,D,46500.0,46500.0,2013
284,PHI,Kleberson,Jose,M,495000.0,495000.0,2013
285,COL,Klute,Chris,D,46500.0,46500.0,2013
286,VAN,Knighton,Brad,GK,66000.0,68600.0,2013
287,VAN,Kobayashi,Daigo,M,225000.0,238833.33,2013
288,POR,Kocic,Milos,GK,49612.0,49612.0,2013
289,TOR,Koevermans,Danny,F,1250000.0,1663323.33,2013
290,VAN,Koffie,Gershon,M,165000.0,176000.0,2013
291,TOR,Konopka,Chris,GK,46500.0,46500.0,2013
292,DC,Korb,Chris,D,49613.0,49613.0,2013
293,KC,Kronberg,Eric,GK,76835.0,76835.0,2013
294,TOR,Laba,Matias,M,200000.0,200000.0,2013
295,COL,LaBrocca,Nick,M,120000.0,138333.33,2013
296,NY,Lade,Connor,D,55000.0,59213.21,2013
297,PHI,Lahoud,Michael,M,90000.0,93333.33,2013
298,TOR,Lambe,Reggie,M,67500.0,70000.0,2013
299,CLB,Lampson,Matt,GK,46500.0,46500.0,2013
300,CHI,Larentowicz,Jeff,D,225000.0,231000.0,2013
301,NE,Latigue,Gabe,M,35125.0,35125.0,2013
302,PHI,Le Toux,Sebastian,M,200000.0,212812.5,2013
303,MTL,Lefevre,Wandrille,M,35125.0,35125.0,2013
304,SJ,Lenhart,Steven,F,210000.0,217500.0,2013
305,VAN,Leveron,Johnny,D,60000.0,71187.5,2013
306,CHI,Lindpere,Joel,M,180000.0,205000.0,2013
307,HOU,Lopez,Alexander,M,192000.0,212000.0,2013
308,RSL,Lopez,Benjamin,F,35125.0,37730.43,2013
309,KC,Lopez,Mikey,M,75000.0,147000.0,2013
310,DAL,Loyd,Zach,M,92372.5,136997.5,2013
311,DAL,Luccin,Peter,M,90000.0,131000.0,2013
312,SEA,Lund,Philip,M,35125.0,35125.0,2013
313,NY,Luyindula,Peguy,F,79999.92,79999.92,2013
314,PHI,MacMath,Zac,GK,110000.0,155000.0,2013
315,CHI,Magee,Mike,F,185000.0,191666.67,2013
316,MTL,Mallace,Calum,M,47300.0,62300.0,2013
317,VAN,Manneh,Kekuta,F,55000.0,84500.0,2013
318,RSL,Mansally,Kenny,F,50000.0,57000.0,2013
319,MTL,Mapp,Justin,M,125000.0,137500.0,2013
320,HOU,Marscheider,Erich,GK,46500.0,46500.0,2013
321,CLB,Marshall,Chad,D,330000.0,361250.0,2013
322,DC,Martin,Collin,M,35125.0,49291.67,2013
323,RSL,Martinez,Enzo,M,71500.0,97500.0,2013
324,SJ,Martinez,Walter,M-F,90000.0,90000.0,2013
325,MTL,Martins,Felipe,M,150000.0,182500.0,2013
326,SEA,Martins,Obafemi,F,1600000.0,1725000.0,2013
327,LA,Mastroeni,Pablo,M-D,150000.0,200000.0,2013
328,VAN,Mattocks,Darren,F,120000.0,212000.0,2013
329,RSL,Maund,Aaron,D,35125.0,43458.33,2013
330,LA,McBean,Jack,F,80000.0,101000.0,2013
331,NE,McCarthy,Stephen,M,87120.0,118370.0,2013
332,NY,McCarty,Dax,M,180000.0,222500.0,2013
333,RSL,McDonald,Brandon,M,235000.0,273250.0,2013
334,SJ,McGlynn,Peter,D,35125.0,35125.0,2013
335,PHI,McInerney,Jack,F,125500.0,189666.67,2013
336,POR,McKenzie,Rauwshan,D,46500.0,46500.0,2013
337,CHV,McLain,Patrick,GK,46500.0,46500.0,2013
338,PHI,McLaughlin,James,M,60000.0,69000.0,2013
339,NY,Meara,Ryan,GK,65000.0,66250.0,2013
340,KC,Mechack,Jerome,D,35125.0,35125.0,2013
341,KC,Medranda,Jimmy,M,35125.0,35125.0,2013
342,CHV,Mejia,Edgar,M,140000.0,140000.0,2013
343,CHV,Melia,Tim,GK,60000.0,65000.0,2013
344,COL,Mera,German,D,46500.0,46500.0,2013
345,CLB,Meram,Justin,F,56320.0,80695.0,2013
346,MTL,Messoudi,Zakaria,M,35125.0,35125.0,2013
347,LA,Meyer,Tommy,D,47300.0,61050.0,2013
348,NY,Miazga,Matt,D,60000.0,66250.0,2013
349,VAN,Miller,Kenny,F,1114992.0,1124992.0,2013
350,KC,Miller,Kyle,M,35125.0,35125.0,2013
351,NY,Miller,Roy,M,123745.0,123745.0,2013
352,POR,Miller,Ryan,D,60000.0,65000.0,2013
353,CHV,Minda,Oswaldo,M,125000.0,143750.0,2013
354,VAN,Mitchell,Carlyle,D,46500.0,46500.0,2013
355,SEA,Moffat,Adam,M,150000.0,161608.33,2013
356,SEA,Montero,Fredy,F,700000.0,856000.0,2013
357,COL,Moor,Drew,D,235000.0,247000.0,2013
358,RSL,Morales,Javier,M,300000.0,300000.0,2013
359,CHV,Morales,Julio,F,35125.0,35125.0,2013
360,NY,Moreno,Amando,F,35125.0,35125.0,2013
361,TOR,Morgan,Ashtone,D,60000.0,72000.0,2013
362,SJ,Morrow,Justin,D,130000.0,139562.5,2013
363,COL,Mullan,Brian,M,162000.0,170335.0,2013
364,SJ,Muller,Tommy,D,35125.0,35125.0,2013
365,,Muniz,Nico,M,46500.0,48500.0,2013
366,COL,Mwanga,Danny,F,130000.0,171250.0,2013
367,KC,Myers,Chance,D-M,105000.0,120666.67,2013
368,KC,Nagamura,Paulo,M,265000.0,270500.0,2013
369,POR,Nagbe,Darlington,M/F,130000.0,266000.0,2013
370,POR,Nanchoff,Michael,M,46500.0,46500.0,2013
371,SEA,Neagle,Lamar,M,48400.0,48400.0,2013
372,DC,Neal,Lewis,M,90000.0,96440.63,2013
373,DAL,Neres da Cruz,Erick,M,84000.0,85875.0,2013
374,MTL,Nesta,Alessandro,D,260000.0,305000.0,2013
375,SJ,Newton,Evan,GK,46500.0,46500.0,2013
376,NE,Nguyen,Lee,M/F,73600.0,80100.0,2013
377,KC,Nielsen,Jimmy,GK,200000.0,220000.0,2013
378,PHI,Nikolov,Oka,GK,46500.0,46500.0,2013
379,DAL,Nunez,Ramon,M,65000.0,75000.0,2013
380,CHI,Nyarko,Patrick,F,230000.0,249500.0,2013
381,DC,Nyassi,Sainey,M,88200.0,94950.0,2013
382,MTL,Nyassi,Sanna,M,140000.0,147625.0,2013
383,NY,Obekop,Marius,M,35125.0,35125.0,2013
384,VAN,O'Brien,Andy,D,200012.04,230012.04,2013
385,CLB,Oduro,Dominic,F,120015.0,122015.0,2013
386,PHI,Okugo,Amobi,M,101250.0,184250.0,2013
387,NY,Olave,Jamison,D,275000.0,325000.0,2013
388,KC,Olum,Lawrence,M/D,46500.0,46500.0,2013
389,COL,O'Neill,Shane,M,49350.0,60850.0,2013
390,KC,Opara,Ike,D,90000.0,96250.0,2013
391,LA,Opare,Kofi,D,35125.0,35125.0,2013
392,CLB,O'Rourke,Danny,D,170000.0,175000.0,2013
393,TOR,Osorio,Jonathan,M,46500.0,46500.0,2013
394,MTL,Ouimette,Karl,D,46500.0,46500.0,2013
395,VAN,Ousted,David,GK,150000.0,166156.25,2013
396,HOU,Ownby,Brian,M,46500.0,46500.0,2013
397,DC,Pajoy,Lionard,F,190000.0,205000.0,2013
398,CHI,Paladini,Daniel,M,86625.0,91103.25,2013
399,RSL,Palmer,Lovel,M,67000.0,71500.0,2013
400,KC,Palmer-Brown,Erik,D,35125.0,35625.0,2013
401,MTL,Paponi,Daniele,F,72000.0,87000.0,2013
402,PHI,Parke,Jeff,D,205000.0,216500.0,2013
403,CHI,Pause,Logan,M,180000.0,197833.33,2013
404,NY,Pearce,Heath,D,331236.0,340736.0,2013
405,LA,Penedo,Jaime,GK,78000.0,81562.5,2013
406,DAL,Pereira,Michel,M/D,60000.0,81500.0,2013
407,DAL,Perez,Blas,F,300000.0,324250.0,2013
408,LA,Perk,Brian,GK,55000.0,58125.0,2013
409,MTL,Perkins,Troy,GK,225000.0,246833.33,2013
410,KC,Peterson,Jacob,F,100000.0,104833.33,2013
411,PHI,Pfeffer,Zach,M,65000.0,75000.0,2013
412,COL,Pickens,Matt,GK,190000.0,212933.33,2013
413,CHI,Pineda,Victor,M,46500.0,53242.42,2013
414,POR,Piquionne,Frederic,F,142000.0,150000.0,2013
415,MTL,Pisanu,Andrea,F,100000.0,148000.0,2013
416,RSL,Plata,Joao,F,60000.0,60000.0,2013
417,NE,Polak,Tyler,D,65000.0,78000.0,2013
418,DC,Pontius,Chris,M-F,330000.0,361000.0,2013
419,DC,Porter,Kyle,M,46500.0,54992.45,2013
420,POR,Powell,Alvas,D,35400.0,35400.0,2013
421,COL,Powers,Dillon,M,46500.0,79000.0,2013
422,CHI,Puppo,Federico,F,125000.0,125000.0,2013
423,CHV,Purdy,Steven,D,80004.0,80004.0,2013
424,NE,Reis,Matt,GK,165000.0,167666.67,2013
425,SEA,Remick,Dylan,D,35125.0,35125.0,2013
426,VAN,Reo-Coker,Nigel,D-M,200000.0,237362.5,2013
427,TOR,Rey,Alvaro,F,180000.0,204450.0,2013
428,LA,Ribeiro Da Silva,Leonardo,D,95000.0,95000.0,2013
429,POR,Richards,Brent,F,65625.0,73992.29,2013
430,TOR,Richter,Ryan,F,35125.0,35125.0,2013
431,POR,Ricketts,Donovan,GK,275000.0,300000.0,2013
432,DC,Riley,James,D,140000.0,145750.0,2013
433,RSL,Rimando,Nick,GK,200000.0,210833.33,2013
434,POR,Rincon,Sebastian,F,46500.0,46500.0,2013
435,POR,Ring,Brad,M,46500.0,46500.0,2013
436,CHI,Rios,Egidio,M,768000.0,768000.0,2013
437,MTL,Rivas,Nelson,D,75000.0,75000.0,2013
438,CHV,Rivera,Jose Manuel,F,116000.0,116000.0,2013
439,COL,Rivero,Martin,M,75000.0,75000.0,2013
440,TOR,Roberts,Quillan,GK,46500.0,46500.0,2013
441,NY,Robles,Luis,GK,75000.0,77500.0,2013
442,MTL,Rodriguez,Adrian Lopez,D,180000.0,180000.0,2013
443,MTL,Rodriguez,Maximiliano,M,35125.0,35125.0,2013
444,LA,Rogers,Robbie,F,90000.0,90000.0,2013
445,CHI,Rolfe,Chris,F,225000.0,248333.33,2013
446,MTL,Romero,Andres,F,48000.0,48000.0,2013
447,SEA,Rosales,Mauro,M,200000.0,225000.0,2013
448,SEA,Rose,Andy,M,46500.0,46500.0,2013
449,KC,Rosell,Oriol,M,110000.0,118750.0,2013
450,LA,Rowe,Brian,GK,46500.0,46500.0,2013
451,NE,Rowe,Kelyn,M,90000.0,171000.0,2013
452,LA,Rugg,Charlie,F,35125.0,35125.0,2013
453,KC,Ruiz,Brendan,D,35125.0,35125.0,2013
454,DC,Ruiz,Carlos,F,75000.0,75000.0,2013
