,Year,Club,Name,Pos,Base Salary,Guaranteed Compensation
1240,2011,COL,Conor Casey,F,400000.0,400000.0
1241,2011,DAL,Fabian Castillo,F,42000.0,42000.0
1242,2011,KC,Julio Cesar,D,210000.0,213750.0
1243,2011,COL,Steward Ceus,GK,42000.0,42000.0
1244,2011,POR,Michael Chabala,M,67500.0,75833.33
1245,2011,POR,Diego Chara,M,100008.0,143758.0
1246,2011,CHI,Diego Chaves,F,45000.0,45000.0
1247,2011,DAL,Marvin Chavez,M,50000.0,50000.0
1248,2011,CHV,Chukwudi Chijindu,M,42000.0,42000.0
1249,2011,HOU,Brian Ching,F,375000.0,412500.0
1250,2011,NY,Giorgi Chirgadze,F,42000.0,42000.0
1251,2011,VAN,Davide Chiumiento,M,280000.0,280000.0
1252,2011,HOU,Colin Clark,M,93713.0,98713.0
1253,2011,NE,Ryan Cochrane,D,70000.0,71666.67
1254,2011,KC,Aurelien Collin,D,185004.0,191254.0
1255,2011,COL,Miguel Comminges,D,42000.0,42000.0
1256,2011,SJ,Bobby Convey,M,313500.0,336000.0
1257,2011,CHI,Jon Conway,GK,70000.0,79833.33
1258,2011,POR,Kenny Cooper,F,250000.0,267500.0
1259,2011,TFC,Oscar Cordon,M,32604.0,32604.0
1260,2011,NE,Franco Coria,D,100000.0,105000.0
1261,2011,SJ,Ramiro Corrales,M,165000.0,175625.0
1262,2011,CHV,Chris Cortez,F,32604.0,32604.0
1263,2011,HOU,Carlo Costly,F,335000.04,425583.37
1264,2011,NY,Bouna Coundoul,GK,178250.0,179500.0
1265,2011,CHV,Laurent Courtois,M,60000.0,206000.0
1266,2011,LA,Adam Cristman,F,42000.0,42000.0
1267,2011,DC,Steve Cronin,GK,72000.0,72000.0
1268,2011,SJ,Sam Cronin,M,63250.0,111250.0
1269,2011,DAL,Daniel Cruz,M,90000.0,106250.0
1270,2011,HOU,Danny Cruz,M,80000.0,123000.0
1271,2011,CHI,Yamith Cuesta,D,72000.0,82000.0
1272,2011,COL,Omar Cummings,F,80438.0,89188.0
1273,2011,CLB,Jeffrey Cunningham,F,140000.0,152500.0
1274,2011,KC,Daneil Cyrus,D,42000.0,44991.56
1275,2011,DC,Austin Da Luz,M,44000.0,82375.0
1276,2011,PHI,Keon Daniel,M,42000.0,46410.0
1277,2011,POR,Mamdou Danso,D,75000.0,75000.0
1278,2011,DC,Charlie Davies,F,184620.0,244870.0
1279,2011,LA,Kyle Davies,D,50004.0,52566.5
1280,2011,VAN,Philippe Davies,M,32600.0,32600.0
1281,2011,HOU,Brad Davis,M,235000.0,278062.5
1282,2011,SJ,Simon Dawkins,M,60000.0,60000.0
1283,2011,TFC,Julian de Guzman,M,1863996.0,1910746.0
1284,2011,CHV,Bryan De La Fuente,M,50400.0,52200.0
1285,2011,LA,AJ DeLaGarza,D,55100.0,77600.0
1286,2011,VAN,Jay Demerit,D,300000.0,350000.0
1287,2011,HOU,Tyler Deric,GK,42000.0,42000.0
1288,2011,DC,Dwayne DeRosario,M,425000.0,493750.0
1289,2011,POR,Bright Dike,F,42000.0,44937.5
1290,2011,HOU,Alex Dixon,M,45000.0,50000.0
1291,2011,LA,Landon Donovan,F,2300000.0,2300000.0
1292,2011,NE,Kheli Dube,F,90000.0,99000.0
1293,2011,VAN,Bilal Duckett,D,32600.0,32600.0
1294,2011,CLB,Dilaver Duka,M,90000.0,223000.0
1295,2011,TFC,Terry Dunfield,M,65000.0,65000.0
1296,2011,LA,Todd Dunivant,D,135000.0,141750.0
1297,2011,COL,Danny Earls,D,32604.0,32604.0
1298,2011,TFC,Richard Eckersley,D,75000.0,90000.0
1299,2011,DAL,Edson Edward,D,42000.0,42000.0
1300,2011,CLB,Emmanuel Ekpo,M,200000.0,222250.0
1301,2011,CHV,Simon Elliot,M,75000.0,79000.0
1302,2011,KC,Kevin Ellis,D,32604.0,33354.0
1303,2011,COL,Steven Emory,M,32604.0,32604.0
1304,2011,RSL,Fabian Espindola,F,75000.0,75000.0
1305,2011,KC,Roger Espinoza,M,100000.0,133750.0
1306,2011,SEA,David Estrada,F,32604.0,32604.0
1307,2011,CHV,Victor Estupinan,F,42000.0,52000.0
1308,2011,SEA,Brad Evans,F,121000.0,134750.0
1309,2011,PHI,Gabriel Farfan,M,42000.0,42000.0
1310,2011,PHI,Michael Farfan,M,42000.0,79500.0
1311,2011,NE,Benny Feilhaber,M,300000.0,346000.0
1312,2011,SEA,Alvaro Fernandez,M,300000.0,366666.67
1313,2011,CHI,Gabriel Ferrari,F,70000.0,70875.0
1314,2011,DAL,David Ferreira,M,600000.0,705000.0
1315,2011,CHV,Jorge Flores,F,60000.0,61666.67
1316,2011,COL,Caleb Folan,F,200000.0,203375.0
1317,2011,SEA,Joshua Ford,GK,32604.0,32604.0
1318,2011,CLB,Shaun Francis,D,42000.0,42000.0
1319,2011,LA,Sean Franklin,D,97389.0,111139.0
1320,2011,HOU,Hunter Freeman,D,150000.0,160833.33
1321,2011,TFC,Stefan Frei,GK,100000.0,155000.0
1322,2011,SEA,Erik Friberg,M,110000.0,110000.0
1323,2011,TFC,Torsten Frings,M,699996.0,1113662.67
1324,2011,SEA,Michael Fucito,M,42000.0,42000.0
1325,2011,DAL,Maykel Galindo,F,50004.0,50004.0
1326,2011,HOU,Jason Garey,F,80000.0,81250.0
1327,2011,CHI,Daniel Gargan,M,70000.0,70000.0
1328,2011,CLB,Eddie Gaven,M,209633.0,209633.0
1329,2011,CHV,Blair Gavin,M,55000.0,74000.0
1330,2011,CLB,Eric Gehrig,M,32600.04,32600.04
1331,2011,CHI,Cory Gibbs,D,150000.0,150000.0
1332,2011,RSL,Luis Gil,M,90250.0,185333.33
1333,2011,SJ,Joey Gjertsen,M,75000.0,83625.0
1334,2011,POR,Jake Gleeson,GK,42000.0,44000.0
1335,2011,TFC,Matt Gold,M,42000.0,42000.0
1336,2011,POR,Kevin Goldthwaite,D,110000.0,126666.67
1337,2011,LA,Juninho Gomes,M,90000.0,100000.0
1338,2011,DAL,Jackson Goncalves,D,84000.0,105375.0
1339,2011,LA,Omar Gonzalez,D,120000.0,197000.0
1340,2011,PHI,Juan Diego Gonzalez,D,189000.0,193462.5
1341,2011,RSL,Nelson Gonzalez,M,42008.0,42008.0
1342,2011,SEA,Leonardo Gonzalez,D,110000.0,110000.0
1343,2011,SJ,Alan Gordon,F,96504.0,96504.0
1344,2011,RSL,Ned Grabavoy,M,118125.0,118125.0
1345,2011,SEA,Taylor Graham,D,60638.0,60638.0
1346,2011,CHI,Sebastian Grazzini,M,48000.0,48000.0
1347,2011,TOR,Leandre Griffit,M,55000.0,55000.0
1348,2011,CLB,Andy Gruenebaum,GK,65000.0,66666.67
1349,2011,DAL,Bruno Guarda,M,48000.0,63000.0
1350,2011,CHI,Kellen Gulley,F,48000.0,62000.0
1351,2011,POOL,Kevin Guppy,GK,42000.0,42000.0
1352,2011,NE,Ryan Guy,F,42000.0,42000.0
1353,2011,HOU,Andrew Hainault,D,135000.0,148125.0
1354,2011,HOU,Tally Hall,GK,85000.0,94375.0
1355,2011,DAL,Jeremy Hall,M,80000.0,129000.0
1356,2011,DC,Bill Hamid,GK,55000.0,69750.0
1357,2011,TFC,Ty Harden,D,65000.0,73666.67
1358,2011,KC,Michael Harrington,M,110000.0,136833.33
1359,2011,VAN,Atiba Harris,M,77590.0,80590.0
1360,2011,DAL,Kevin Hartman,GK,155000.0,175000.0
1361,2011,VAN,Jordan Harvey,D,61875.0,63125.0
1362,2011,CLB,Tommy Heinemann,F,42000.0,42000.0
1363,2011,LA,Frankie Hejduk,M,96000.0,96000.0
1364,2011,NY,Thierry Henry,F,5000000.04,5600000.04
1365,2011,TFC,Doneil Henry,D,42000.0,43000.0
1366,2011,DAL,Daniel Hernandez,M,160000.0,172500.0
1367,2011,DAL,Moises Hernandez,D,42000.0,44500.0
1368,2011,SJ,Jason Hernandez,D,150000.0,150000.0
1369,2011,NY,Corey Hertzog,F,65000.0,93500.0
1370,2011,CLB,William Hesmer,GK,152500.0,163500.0
1371,2011,COL,Mike Holody,D,32604.0,32604.0
1372,2011,POR,David Horst,D,42000.0,42000.0
1373,2011,CLB,Aaron Horton,F,45000.0,60500.0
1374,2011,NY,Alex Horwath,GK,32604.0,32604.0
1375,2011,NY,Sacir Hot,D,32600.0,33600.0
1376,2011,PHI,Levi Houapeu,F,32604.0,32604.0
1377,2011,SEA,John Kennedy Hurtado,D,135000.0,136000.0
1378,2011,CHI,Baggio Husidic,M,82500.0,124500.0
1379,2011,SEA,Patrick Ianni,D,85050.0,85050.0
1380,2011,DAL,Ugo Ihemelu,D,170000.0,170000.0
1381,2011,TOR,Andy Iro,D,68596.0,87346.0
1382,2011,DAL,Andrew Jacobson,M,45000.0,45000.0
1383,2011,DC,Dejan Jakovic,D,181600.0,201643.0
1384,2011,CLB,Julius James,D,62794.0,72169.0
1385,2011,VAN,Greg Janicki,D,45000.0,45000.0
1386,2011,COL,Joshua Janniere,M,32604.0,32604.0
1387,2011,SEA,Nate Jaqua,F,140004.0,140004.0
1388,2011,CHV,Ante Jazic,D,115000.0,123500.0
1389,2011,KC,Jeferson,F,429996.0,484996.0
1390,2011,POR,Jack Jewsbury,D,155000.0,158166.67
1391,2011,LA,Hector Jimenez,M,32604.0,32604.0
1392,2011,DAL,George John,D,42000.0,42000.0
1393,2011,CHI,Sean Johnson,GK,75000.0,108000.0
1394,2011,POR,Eddie Johnson,F,80000.0,88000.0
1395,2011,RSL,Will Johnson,F,225000.0,225000.0
1396,2011,TFC,Ryan Johnson,M,131250.0,131250.0
1397,2011,NY,Mychel Jones,D,42000.0,42000.0
1398,2011,LA,Bryan Jordan,F,42000.0,42000.0
1399,2011,NE,Shalrie Joseph,M,475000.0,500000.0
1400,2011,COL,Ian Joyce,GK,70000.0,70000.0
1401,2011,KC,Kei Kamara,F,200000.0,202500.0
1402,2011,COL,Macoumba Kandji,F,120000.0,147988.37
1403,2011,NY,Matt Kassel,M,32600.0,36600.0
1404,2011,LA,Robbie Keane,F,2917241.4,3417243.15
1405,2011,LA,Daniel Keat,M,42000.0,64500.0
1406,2011,NY,Stephen Keel,D,42000.0,42000.0
1407,2011,SEA,Kasey Keller,GK,250000.0,250000.0
1408,2011,KC,Jonathan Kempin,GK,42000.0,49083.33
1409,2011,CHV,Dan Kennedy,GK,62496.0,62496.0
1410,2011,VAN,Nizar Khalfan,M,60000.0,61250.0
1411,2011,COL,Kosuke Kimura,D,63525.0,63525.0
1412,2011,DC,Stephen King,M,44000.0,46500.0
1413,2011,NE,Ryan Kinne,F,32604.0,32604.0
1414,2011,CHI,Steven Kinney,D,42000.0,42000.0
1415,2011,LA,Jovan Kirovski,F,84000.0,86000.0
1416,2011,DC,Perry Kitchen,D,62750.0,148200.0
1417,2011,VAN,Wes Knight,M,50000.0,50000.0
1418,2011,TFC,Milos Kocic,GK,42000.0,42000.0
1419,2011,TFC,Danny Koevermans,F,999996.0,1413319.33
1420,2011,VAN,Gershon Koffie,M,75000.0,79764.38
1421,2011,NE,Alan Koger,F,32604.0,32604.0
1422,2011,POOL,Chris Konopka,GK,42000.0,42000.0
1423,2011,DC,Chris Korb,D,42000.0,42000.0
1424,2011,KC,Eric Kronberg,GK,62500.0,62500.0
1425,2011,COL,Ross LaBauex,M,44000.0,44000.0
1426,2011,CHV,Nick LaBrocca,M,84700.0,87200.0
1427,2011,CHV,Michael Lahoud,M,63360.0,72735.0
1428,2011,DAL,Josh Lambo,GK,100000.0,133000.0
1429,2011,COL,Jeff Larentowicz,D,165000.0,165000.0
1430,2011,NY,Tyler Lassiter,D,32604.0,32604.0
1431,2011,PHI,Sebastian Le Toux,M,155000.0,179000.0
1432,2011,VAN,Jonathan Leathers,D,42000.0,42000.0
1433,2011,SJ,Chris Leitch,D,106050.0,106050.0
1434,2011,NE,Radivoje Lekic,F,275004.0,275004.0
1435,2011,SJ,Steven Lenhart,F,45000.0,47333.34
1436,2011,SEA,Roger Levesque,F,44000.0,44000.0
1437,2011,DAL,Bryan Leyva,M,55000.0,70833.33
1438,2011,NY,Joel Lindpere,M,90000.0,125000.0
1439,2011,TFC,Nicholas Lindsay,F,42000.0,43000.0
1440,2011,NE,Otto Loewy,D,42000.0,42000.0
1441,2011,CHV,David Junior Lopes,D,45000.0,45000.0
1442,2011,LA,Miguel Lopez,M,45000.0,45000.0
1443,2011,POR,Rodrigo Lopez,M,32604.0,32604.0
1444,2011,KC,Scott Lorenz,D,32604.0,32604.0
1445,2011,POR,Peter Lowry,F,60000.0,61666.67
1446,2011,DAL,Zach Loyd,M,52250.0,96875.0
1447,2011,SJ,Andre Luiz Moreira,M,72000.0,72000.0
1448,2011,DAL,Ruben Luna,F,55000.0,79791.67
1449,2011,SJ,Matt Luzunaris,F,32604.0,32604.0
1450,2011,LA,Mike Magee,F,102850.0,105350.0
1451,2011,TFC,Keith Makubuya,F,32604.0,32604.0
1452,2011,NE,Kenny Mansally,F,71500.0,79000.0
1453,2011,PHI,Justin Mapp,M,175000.0,183333.33
1454,2011,POR,James Marcelin,M,65000.0,65000.0
1455,2011,CHI,Marko Maric,M,150000.0,200000.0
1456,2011,TFC,Peri Marosevic,F,80000.0,129000.0
1457,2011,NY,Rafael Marquez,D,4600000.0,4600000.0
1458,2011,CLB,Chad Marshall,D,250000.0,320000.0
1459,2011,COL,Tyrone Marshall,D,80000.0,83250.0
1460,2011,TFC,Javier Martina,F,89460.0,96140.75
1461,2011,COL,Pablo Mastroeni,M,240000.0,245000.0
1462,2011,CHV,Gerson Mayen,M,32604.0,32604.0
1463,2011,LA,Jack McBean,F,55000.0,76000.0
1464,2011,NE,Stephen McCarthy,M,42000.0,73250.0
1465,2011,NY,Dax McCarty,M,155000.0,175000.0
1466,2011,LA,Dustin McCarty,M,32604.0,32604.0
1467,2011,DC,Brandon McDonald,M,45000.0,45000.0
1468,2011,PHI,Jack McInerney,F,71250.0,135416.67
1469,2011,RSL,Rauwshan McKenzie,D,42000.0,42000.0
1470,2011,SJ,Ellis McLoughlin,F,32600.0,32600.0
1471,2011,DC,Devon McTavish,D,50000.0,50000.0
1472,2011,RSL,Tim Melia,GK,42000.0,42000.0
1473,2011,NY,Carlos Mendes,D,98175.0,101300.0
1474,2011,CHV,Francisco Mendoza,F,55000.0,55000.0
1475,2011,CLB,Andres Mendoza,F,500000.0,595000.0
1476,2011,CLB,Justin Meram,F,42000.0,66375.0
1477,2011,PHI,Stefani Miglioranzi,M,130000.0,153125.0
1478,2011,CHI,Josip Mikulic,D,110000.0,116250.0
1479,2011,NY,Roy Miller,M,99996.0,99996.0
1480,2011,CLB,Sebastian Miranda,D,110000.0,115000.0
1481,2011,HOU,Adam Moffat,M,56700.0,56700.0
1482,2011,CHV,Marcos Mondaini,F,45000.0,45000.0
1483,2011,PHI,Faryd Mondragon,GK,230000.0,396666.67
1484,2011,SEA,Miguel Montano,F,32604.0,32604.0
1485,2011,SEA,Fredy Montero,F,500000.0,656000.0
1486,2011,COL,Drew Moor,D,159720.0,176908.89
1487,2011,RSL,Javier Morales,M,400000.0,452500.0
1488,2011,CHV,Alejandro Moreno,F,172000.0,182000.0
1489,2011,VAN,Alexandre Morfaw,M,90000.0,90000.0
1490,2011,TFC,Ashtone Morgan,D,32604.0,32604.0
1491,2011,COL,Brian Mullan,M,190000.0,199312.5
1492,2011,NE,Tim Murray,GK,42000.0,42000.0
1493,2011,PHI,Danny Mwanga,F,120000.0,226250.0
1494,2011,KC,Chance Myers,D,72000.0,87666.67
1495,2011,CHV,Paulo Nagamura,M,225000.0,230500.0
1496,2011,POR,Darlington Nagbe,M,65000.0,201000.0
1497,2011,DC,Andy Najar,M,125000.0,155800.0
1498,2011,PHI,Kyle Nakazawa,M,44000.0,44000.0
1499,2011,VAN,Michael Nanchoff,M,60000.0,95000.0
1500,2011,COL,Joseph Nane,M,42000.0,42000.0
1501,2011,HOU,Francisco Navas,M,42000.0,46250.0
1502,2011,CHI,Cristian Nazarit,F,240000.0,302500.0
1503,2011,SEA,Lamar Neagle,M,32604.0,32604.0
1504,2011,HOU,Evan Newton,GK,32600.0,32600.0
1505,2011,DC,Joseph Ngwenya,M,156000.0,156000.0
1506,2011,KC,Jimmy Nielsen,GK,200000.0,241666.67
1507,2011,NY,Brian Nielsen,M,120000.0,120000.0
1508,2011,VAN,Jay Nolly,GK,65000.0,65000.0
1509,2011,SEA,Pat Noonan,F,48000.0,48000.0
1510,2011,CHI,Patrick Nyarko,F,110000.0,190000.0
1511,2011,COL,Sanna Nyassi,M,42000.0,42000.0
1512,2011,NE,Sainey Nyassi,M,80000.0,86750.0
1513,2011,SEA,Sammy Ochoa,F,42000.0,44500.0
1514,2011,PHI,Amobi Okugo,M,85000.0,168000.0
1515,2011,RSL,Jamison Olave,D,124992.0,174992.0
1516,2011,TFC,Demitrius Omphroy,D,42000.0,42000.0
1517,2011,SJ,Ike Opara,D,100000.0,185900.0
1518,2011,CLB,Danny O'Rourke,D,121000.0,133500.0
1519,2011,CHI,Daniel Paladini,M,75000.0,79478.25
1520,2011,COL,Scott Palguta,D,60638.0,60638.0
1521,2011,POR,Lovel Palmer,M,75000.0,86250.0
1522,2011,CHI,Pari Pantazopoulos,D,32604.0,32604.0
1523,2011,CHI,Marco Pappa,M,120000.0,125000.0
1524,2011,CHI,Pavel Pardo,M,129996.0,159996.0
1525,2011,SEA,Jeff Parke,D,136500.0,136500.0
1526,2011,NY,Marcos Paulo,F,82000.0,82000.0
1527,2011,PHI,Veljko Paunovic,M,90000.0,90000.0
1528,2011,CHI,Logan Pause,M,176000.0,184125.0
1529,2011,CHV,Heath Pearce,D,247825.0,257325.0
1530,2011,LA,Brian Perk,GK,71250.0,105350.0
1531,2011,POR,Troy Perkins,GK,250000.0,280000.0
1532,2011,SJ,Jacob Peterson,F,142500.0,150775.0
1533,2011,KC,Joseph Peterson,M,42000.0,42000.0
1534,2011,PHI,Zach Pfeffer,M,55000.0,65000.0
1535,2011,COL,Matt Pickens,GK,155250.0,157750.0
1536,2011,CHI,Victor Pineda,M,42000.0,48742.42
1537,2011,TFC,Joao Plata,F,42000.0,42000.0
1538,2011,DC,Chris Pontius,M,125000.0,136250.0
1539,2011,POR,Ryan Pore,M,80000.0,80000.0
1540,2011,CLB,Santiago Prim,M,32600.0,32600.0
1541,2011,POR,Steve Purdy,D,42000.0,42000.0
1542,2011,DC,Santino Quaranta,M,115000.0,117500.0
1543,2011,NY,Tim Ream,D,55125.0,62625.0
1544,2011,NE,Matt Reis,GK,187312.0,191112.0
1545,2011,CLB,Emilio Renteria,F,120000.0,121875.0
1546,2011,LA,Leonardo Ribeiro Da Silva,D,90000.0,100000.0
1547,2011,NY,Dane Richards,M,145000.0,156500.0
1548,2011,PHI,Ryan Richter,F,32604.0,32604.0
1549,2011,LA,Donovan Ricketts,GK,170000.0,195000.0
1550,2011,CLB,Alex Riggs,GK,32600.04,32600.04
1551,2011,SEA,James Riley,D,92000.0,97962.5
1552,2011,RSL,Nick Rimando,GK,150000.0,158250.0
1553,2011,SJ,Brad Ring,M,42000.0,42000.0
1554,2011,TFC,Dasan Robinson,D,97500.0,100000.0
1555,2011,HOU,Eddie Robinson,D,120000.0,120000.0
1556,2011,NY,Carl Robinson,M,75000.0,75000.0
1557,2011,KC,Craig Rocastle,M,110000.0,116062.5
1558,2011,VAN,Alain Rochat,D,150000.0,150000.0
1559,2011,NY,Luke Rodgers,F,180000.0,180000.0
1560,2011,CLB,Robbie Rogers,M,140000.0,140000.0
1561,2011,NY,John Rooney,M,48000.0,58000.0
1562,2011,SEA,Mauro Rosales,M,42000.0,42000.0
1563,2011,NY,Frank Rost,GK,545460.0,545460.0
1564,2011,CLB,Dejan Rusmir,M,159996.0,170496.0
1565,2011,RSL,Robbie Russell,D,128250.0,134001.43
1566,2011,KC,Soony Saad,F,32604.0,32604.0
1567,2011,RSL,Alvaro Saborio,F,250000.0,305625.0
1568,2011,VAN,Omar Salgado,F,80000.0,121868.67
1569,2011,VAN,Shea Salinas,M,44000.0,44000.0
1570,2011,DAL,Richard Sanchez,GK,32600.0,33600.0
1571,2011,DAL,Maicon Santos,F,126000.0,126000.0
1572,2011,VAN,Camilo Sanvezzo,F,127920.0,133545.0
1573,2011,SEA,Amadou Sanyang,M,32604.0,32604.0
1574,2011,KC,Charles Sapong,F,42000.0,42000.0
1575,2011,HOU,Kofi Sarkodie,D,65000.0,110500.0
1576,2011,KC,Luke Sassano,M,51600.0,55025.0
1577,2011,LA,Josh Saunders,GK,63222.0,66355.75
1578,2011,NE,Zack Schilawski,F,49875.0,59875.0
1579,2011,NY,Teddy David Schneider,D,32604.0,32604.0
1580,2011,RSL,Chris Schuler,D,32600.0,32600.0
1581,2011,SEA,Zach Scott,D,44109.0,44109.0
1582,2011,SJ,Scott Sealy,F,150000.0,157000.0
1583,2011,SEA,Michael Seamon,M,42000.0,42000.0
1584,2011,CHI,Gonzalo Segares,D,160000.0,167750.0
1585,2011,DAL,Chris Seitz,GK,100000.0,100000.0
1586,2011,DC,Conor Shanosky,D,55000.0,69218.83
1587,2011,POOL,Chris Sharpe,GK,42000.0,42000.0
1588,2011,NE,Robert Shuttleworth,GK,42000.0,42000.0
1589,2011,DC,Clyde Simms,M,173250.0,179250.0
1590,2011,KC,Seth Sinovic,M,32604.0,32604.0
1591,2011,CLB,Ben Sippola,M,32600.04,32600.04
1592,2011,COL,Jamie Smith,M,136992.0,146992.0
1593,2011,KC,Ryan Smith,M,140000.0,144375.0
1594,2011,NE,AJ Soares,D,42000.0,82000.0
1595,2011,NY,Jan Gunnar Solli,M,180000.0,180000.0
1596,2011,TFC,Nick Soolsma,M,86004.0,86004.0
1597,2011,HOU,Josue Soto,M,32600.04,38225.04
1598,2011,NE,Andrew Sousa,M,32604.0,32604.0
1599,2011,LA,Michael Stephens,M,57750.0,79000.0
1600,2011,SJ,Khari Stephenson,M,165000.0,178333.33
1601,2011,DAL,Jack Stewart,D,42000.0,42000.0
1602,2011,TFC,Matthew Stinson,M,32604.0,32604.0
1603,2011,KC,Milos Stojcev,M,90000.0,99000.0
1604,2011,TFC,Nathan Sturgis,D,85000.0,89250.0
1605,2011,NY,Greg Sutton,GK,75600.0,80100.0
1606,2011,VAN,Brian Sylvestre,GK,32600.04,32600.04
1607,2011,NY,Teemu Tainio,M,159996.0,164996.0
1608,2011,PHI,Joe Tait,D,42000.0,42000.0
1609,2011,VAN,Long Tan,F,32600.04,32600.04
1610,2011,HOU,Jermaine Taylor,D,57500.0,62500.0
1611,2011,POR,Christopher Taylor,D,32600.04,32600.04
1612,2011,CLB,Tony Tchani,M,90000.0,194000.0
1613,2011,VAN,Russell Teibert,M,50004.0,55604.0
1614,2011,SEA,Michael Tetteh,M,60000.0,77663.06
1615,2011,KC,Shavar Thomas,D,160000.0,174375.0
1616,2011,LA,Ryan Thomas,D,32604.0,32604.0
1617,2011,COL,Wells Thompson,M,77500.0,85625.0
1618,2011,POR,Spencer Thompson,F,32604.0,32604.0
1619,2011,CHV,Zach Thornton,GK,155000.0,162500.0
1620,2011,VAN,John Thorrington,M,194700.0,207200.0
1621,2011,NE,Chris Tierney,D,65000.0,66666.67
1622,2011,RSL,Donny Toia,F,45000.0,60000.0
1623,2011,DAL,Jonathan Top,F,42000.0,42000.0
1624,2011,PHI,Roger Torres,M,105600.0,108725.0
1625,2011,CHV,Mariano Trujillo,M,99225.0,99225.0
1626,2011,DAL,Victor Ulloa,M,42000.0,44500.0
1627,2011,CHV,Michael Umana,D,138000.0,145500.0
1628,2011,POR,Brian Umony,F,65004.0,85004.0
1629,2011,VAN,Peter Vagenas,M,48000.0,48000.0
1630,2011,PHI,Carlos Valdes,D,180000.0,180000.0
1631,2011,CHV,Zarek Valentin,D,80000.0,132000.0
1632,2011,CLB,Korey Veeder,D,32600.0,34475.0
1633,2011,TFC,Eddy Viator,D,90000.0,101875.0
1634,2011,CHI,Michael Videira,M,42000.0,42625.0
1635,2011,DAL,Ricardo Villar,M,150000.0,150000.0
1636,2011,VAN,Blake Wagner,D,42000.0,42000.0
1637,2011,SEA,Tyson Wahl,D,51870.0,54770.0
1638,2011,COL,Anthony Wallace,D,60375.0,60375.0
1639,2011,POR,Rodney Wallace,M,90000.0,139000.0
1640,2011,SJ,Tim Ward,D,60500.0,60500.0
1641,2011,RSL,Collen Warner,M,42000.0,55750.0
1642,2011,DAL,Bobby Warshaw,D,42000.0,53250.0
1643,2011,KC,Konrad Warzycha,M,32604.0,32604.0
1644,2011,HOU,Je-Vaughn Watson,M,75000.0,91875.0
1645,2011,CHI,Kwame Watson-Siriboe,D,44000.0,44000.0
1646,2011,HOU,Cam Weaver,F,89250.0,97500.0
1647,2011,SJ,Andrew Weber,GK,65004.0,65004.0
1648,2011,DC,Ethan White,D,55000.0,71000.0
1649,2011,SEA,O'Brian White,F,100000.0,100000.0
1650,2011,DAL,Andrew Wiedeman,F,75000.0,118000.0
1651,2011,CLB,Josh Williams,D,42000.0,42000.0
1652,2011,PHI,Sheanon Williams,F,42000.0,42000.0
1653,2011,RSL,Andy Williams,M,99225.0,99225.0
1654,2011,TFC,Dicoy Williams,D,50004.0,50004.0
1655,2011,DC,Joe Willis,GK,42000.0,42000.0
1656,2011,RSL,Chris Wingert,D,135000.0,135000.0
1657,2011,DC,Josh Wolff,F,160000.0,160000.0
1658,2011,SJ,Chris Wondolowski,M,175000.0,175000.0
1659,2011,DC,Daniel Woolard,D,50000.0,50000.0
1660,2011,COL,Marvell Wynne,D,225000.0,301666.67
1661,2011,TFC,Mikael Yourassowsky,D,80004.0,81670.67
1662,2011,SEA,Steve Zakuani,F,90000.0,188000.0
1663,2011,TFC,Gianluca Zavarise,M,42000.0,46517.75
1664,2011,DC,Jed Zayner,D,66500.0,70375.0
1665,2011,CHV,Ben Zemanski,M,44000.0,44000.0
1666,2011,NE,Monsef Zerka,M,216000.0,226000.0
1667,2011,POR,Sal Zizzo,F,65000.0,73250.0
1668,2011,SJ,Edmundo Zura,F,48000.0,48000.0
1669,2011,KC,Graham Zusi,F,42000.0,42000.0
1670,2012,PHI,Freddy Adu,M,400000.0,519000.0
1671,2012,CHV,Juan Agudelo,F,70000.0,100000.0
1672,2012,KC,Olukorede Aiyegbusi,D,44100.0,44100.0
1673,2012,COL,Andre Akpan,F,57200.0,57200.0
1674,2012,PHI,Chris Albright,D,55000.0,55000.0
1675,2012,VAN,Bryce Alderson,M,60000.0,75000.0
1676,2012,CHI,Alex,M,96000.0,105950.0
1677,2012,POR,Eric Alexander,M,56925.0,56925.0
1678,2012,SJ,Jean Alexandre,M,44100.0,44100.0
1679,2012,POR,Kalif Alhassan,M,70000.0,79250.0
1680,2012,SEA,Osvaldo Alonso,M,185000.0,185000.0
1681,2012,NE,Kevin Alston,D,120000.0,169000.0
1682,2012,RSL,Yordany Alvarez,M,44100.0,44100.0
1683,2012,TOR,Quincy Amarikwa,F,44100.0,44100.0
1684,2012,SJ,Anthony Ampaipitakwong,M,44000.0,44000.0
1685,2012,CHV,Juan Pablo Angel,F,350000.0,600000.0
1686,2012,POOL,Scott Angevine,GK,33756.0,33756.0
1687,2012,NY,Jose Angulo,F,33750.0,33750.0
1688,2012,CHI,Jalil Anibaba,D,65450.0,105450.0
1689,2012,CLB,Bernardo Anor,M,44100.0,44100.0
1690,2012,RSL,Paulo Araujo Jr.,F,65000.0,65000.0
1691,2012,MTL,Bryan Arguez,D,65000.0,65000.0
1692,2012,COL,David Armstrong,M,44100.0,53564.29
1693,2012,CLB,Jairo Arrieta,F,216000.0,225375.0
1694,2012,NY,Jhonny Arteaga,F,44000.0,44000.0
1695,2012,HOU,Corey Ashe,M,90000.0,94500.0
1696,2012,DC,Raphael Augusto,M,44004.0,44004.0
1697,2012,TOR,Eric Avila,M,125000.0,158000.0
