,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
37,CHV,Barrera,Leandro,F,50000.0,50000.0,2014
38,SEA,Barrett,Chad,F,80000.0,85000.0,2014
39,CLB,Barson,Chad,D,48825.0,48825.0,2014
40,HOU,Beasley,DaMarcus,D,750000.0,779166.67,2014
41,RSL,Beckerman,Kyle,M,350000.0,378750.0,2014
42,CLB,Bedell,Adam,F,36504.0,36504.0,2014
43,VAN,Beitashour,Steven,D,170000.0,177166.67,2014
44,TOR,Bekker,Kyle,M,51150.0,77400.0,2014
45,MTL,Beland-Goyette,Louis,M,36504.0,36504.0,2014
46,RSL,Beltran,Anthony,D,186450.0,186450.0,2014
47,TOR,Bendik,Joe,GK,140000.0,147375.0,2014
48,NE,Bengtson,Jerry,F,144000.0,144000.0,2014
49,DAL,Benitez,Jair,D,97875.0,97875.0,2014
50,SJ,Bernardez,Victor,D,100008.0,141608.0,2014
51,COL,Berner,John,GK,36500.0,36500.0,2014
52,MTL,Bernier,Patrice,F-M,165000.0,205000.0,2014
53,PHI,Berry,Austin,D,86994.0,101994.0,2014
54,KC,Besler,Matt,D,600000.0,633250.0,2014
55,KC,Bieler,Claudio,F,225000.0,225000.0,2014
56,SJ,Bingham,David,GK,85910.0,130285.0,2014
57,DC,Birnbaum,Steven,D,55000.0,85000.0,2014
58,MTL,Bissue,James,F,48500.0,48500.0,2014
59,NY,Bitolo,Ambroise,D,36500.0,36500.0,2014
60,PHI,Blake,Andre,GK,75000.0,113000.0,2014
61,TOR,Bloom,Mark,D,48825.0,48825.0,2014
62,CHV,Bocanegra,Carlos,D,300000.0,333333.33,2014
63,CHV,Bolanos,Luis,F,48504.0,48504.0,2014
64,PHI,Bone,Corben,M,48825.0,51325.0,2014
65,HOU,Boniek Garcia,Oscar,F,199992.0,258742.0,2014
66,RSL,Borchers,Nat,D,225000.0,236968.75,2014
67,,Borja,Carlos,D,52313.0,52313.0,2014
68,CHV,Borja,Felix,F,48504.0,48504.0,2014
69,DC,Boswell,Bobby,D,189666.6,189666.6,2014
70,NY,Bover,Ruben,M,36500.0,36500.0,2014
71,SEA,Bowen,Tristan,F,65000.0,70000.0,2014
72,TOR,Bradley,Michael,M,6000000.0,6500000.0,2014
73,NYCFC,Brovsky,Jeb,M,115000.0,119000.0,2014
74,PHI,Brown,Brian,F,48504.0,53004.0,2014
75,COL,Brown,Deshorn,F,75000.0,123000.0,2014
76,HOU,Bruin,Will,F,127500.0,172500.0,2014
77,HOU,Brunner,Eric,D,130000.0,130625.0,2014
78,COL,Buddle,Edson,F,325000.0,325000.0,2014
79,NE,Bunbury,Teal,F,135000.0,233000.0,2014
80,COL,Burch,Marc,D,85000.0,85000.0,2014
81,CHV,Burling,Bobby,D,115000.0,122500.0,2014
82,SJ,Busch,Jon,GK,173250.0,184583.33,2014
83,MTL,Bush,Evan,GK,48825.0,48825.0,2014
84,NY,Bustamante,Michael,M-D,48825.0,48825.0,2014
85,DAL,Cabrera,Walter,D,84000.0,96000.0,2014
86,NY,Cahill,Tim,M,3500000.0,3625000.0,2014
87,NE,Caldwell,Scott,M,52313.0,59813.0,2014
88,TOR,Caldwell,Steven,D,325000.0,364166.67,2014
89,CHV,Calvert,Caleb,F,55000.0,62500.0,2014
90,MTL,Camara,Hassoun,D/M,215000.0,226625.0,2014
91,VAN,Carducci,Marco,GK,36504.0,36504.0,2014
92,HOU,Carrasco,Servando,M,48825.0,48825.0,2014
93,PHI,Carreiro,Fred,M,65460.0,65460.0,2014
94,PHI,Carroll,Brian,M,185220.0,185220.0,2014
95,HOU,Cascio,Tony,M,71390.0,105140.0,2014
96,PHI,Casey,Conor,F,192500.0,192500.0,2014
97,DC,Caskey,Alex,M,48825.0,48825.0,2014
98,NY,Castano,Santiago,GK,36500.0,36500.0,2014
99,NE,Castillion,Geoffrey,F,276000.0,329033.33,2014
100,DAL,Castillo,Fabian,F,70000.0,76250.0,2014
101,SJ,Cato,Cordell,F,50400.0,50400.0,2014
102,ORL,Ceren,Darwin,M,50000.0,80437.5,2014
103,POR,Chara,Diego,M,170000.0,170000.0,2014
104,CHV,Chavez,Marvin,M,200000.0,200000.0,2014
105,NY,Christianson,Ian,M,48825.0,48825.0,2014
106,HOU,Clark,Ricardo,M,288000.0,321750.0,2014
107,CLB,Clark,Steven,GK,135000.0,138333.33,2014
108,VAN,Clarke,Caleb,F,60000.0,60000.0,2014
109,KC,Claros,Jorge,M,90000.0,90000.0,2014
110,HOU,Cochran,AJ,D,57500.0,73500.0,2014
111,CHI,Cochrane,Greg,D,48500.0,48500.0,2014
112,CHI,Cocis,Razvan,M,140004.0,146670.67,2014
113,KC,Collin,Aurelien,D,275000.0,281250.0,2014
114,NY,Convey,Bobby,M,137500.0,147500.0,2014
115,SEA,Cooper,Kenny,F,200000.0,265625.0,2014
116,CHV,Correa,Jose Erick,F,70000.0,70000.0,2014
117,DAL,Craft,Coy,F,48504.0,65587.33,2014
118,TOR,Creavalle,Warren,D,90000.0,100500.0,2014
119,MTL,Crepeau,Maxime,GK,48500.0,48500.0,2014
120,SJ,Cronin,Sam,M,185000.0,187500.0,2014
121,PHI,Cruz,Danny,M,125000.0,131666.67,2014
122,HOU,Cummings,Omar,F,250000.0,264000.0,2014
123,MTL,Danso,Mamadou,D,87500.0,87500.0,2014
124,NE,Davies,Charlie,F,75000.0,78940.63,2014
125,HOU,Davis,Brad,M,345000.0,392062.5,2014
126,VAN,Dean,Christian,D,80000.0,161000.0,2014
127,TOR,Defoe,Jermain,F,6000000.0,6180000.0,2014
128,LA,DeLaGarza,AJ,D,132500.0,155000.0,2014
129,DC,DeLeon,Nick,M,85690.0,120690.0,2014
130,CHV,Delgado,Marco,M,75000.0,77500.0,2014
131,SEA,Dempsey,Clint,F,4913004.0,6695188.75,2014
132,HOU,Deric,Tyler,GK,90000.0,97666.67,2014
133,TOR,DeRosario,Dwayne,M,137000.0,173000.0,2014
134,MTL,Di Vaio,Marco,F,1500000.0,2600000.0,2014
135,DAL,Diaz,Mauro,M,325000.0,411000.0,2014
136,TOR,Dike,Bright,F,60637.5,63575.0,2014
137,VAN,Diouf,Mamadou,F,48500.0,61000.0,2014
138,SJ,Djalo,Yannick,M,200000.0,300000.0,2014
139,LA,Donovan,Landon,F,4250000.0,4583333.33,2014
140,NE,Dorman,Andy,M,135000.0,135000.0,2014
141,KC,Dovale,Toni,D,180000.0,185000.0,2014
142,DC,Doyle,Conor,F,48500.0,49750.0,2014
143,HOU,Driver,Andrew,M,130000.0,144583.33,2014
144,MTL,Duka,Dilaver,M,165000.0,190000.0,2014
145,KC,Duke,Christian,D,36500.0,36500.0,2014
146,LA,Dunivant,Todd,D,140000.0,160750.0,2014
147,CHV,Dunn,Matthew,M,48500.04,48500.04,2014
148,NY,Duvall,Chris,D,36504.0,36504.0,2014
149,KC,Dwyer,Dom,F,80000.0,92500.0,2014
150,DC,Dykstra,Andrew,GK,48825.0,48825.0,2014
151,CHI,Earnshaw,Robert,F,204000.0,206250.0,2014
152,NY,Eckersley,Richard,D,255000.0,373333.33,2014
153,PHI,Edu,Maurice,M,650000.0,650000.0,2014
154,KC,Ellis,Kevin,D,48825.0,49575.0,2014
155,COL,Eloundou,Charles,F,48825.0,53825.0,2014
156,DAL,Escobar,Andres,F,625000.0,647000.0,2014
157,DC,Espindola,Fabian,F,150000.0,150000.0,2014
158,DC,Estrada,David,F,48825.0,48825.0,2014
159,SEA,Evans,Brad,F,267665.0,293666.25,2014
160,POR,Evans,Steven,M,48825.0,53825.0,2014
161,PHI,Fabinho,,D,96000.0,100500.0,2014
162,NE,Fagundez,Diego,F,110000.0,137200.0,2014
163,NE,Farrell,Andrew,D,95000.0,176000.0,2014
164,KC,Feilhaber,Benny,M,325000.0,337187.5,2014
165,PHI,Fernandes,Leo,M,48500.0,48500.0,2014
166,RSL,Fernandez,Eduardo,GK,36500.0,36500.0,2014
167,POR,Fernandez,Gaston,F,150000.0,150000.0,2014
168,DAL,Fernandez,Raul,GK,160000.0,247500.0,2014
169,VAN,Fernandez,Sebastian,M,143000.0,143000.0,2014
170,MTL,Ferrari,Matteo,D,300000.0,355475.0,2014
171,RSL,Findley,Robbie,F,215000.0,245500.0,2014
172,CLB,Finlay,Ethan,F,50847.5,65847.5,2014
173,CHV,Finley,Ryan,F,51150.0,78650.0,2014
174,POR,Fochive,George,M,36500.0,36500.0,2014
175,CHI,Fondy,Matthew,F,48500.0,48500.0,2014
176,SEA,Ford,Josh,GK,48500.0,50239.94,2014
177,SJ,Francis,Shaun,D,55000.0,57889.79,2014
178,CLB,Francis,Waylon,D,125000.0,153875.0,2014
179,CHI,Franco,Marco,D,36500.0,36500.0,2014
180,DC,Franklin,Sean,D,178333.32,209999.99,2014
181,SEA,Frei,Stefan,GK,150000.0,150000.0,2014
182,CLB,Friedman,Ross,D,36500.0,36500.0,2014
183,LA,Friend,Rob,F,85000.0,91000.0,2014
184,VAN,Froese,Kianz,M-F,44004.0,48504.0,2014
185,SJ,Fucito,Michael,MF,57750.0,60639.79,2014
186,PHI,Gaddis,Raymon,D,52313.0,52313.0,2014
187,MTL,Gagnon-Lapare,Jeremy,M,36504.0,40504.0,2014
188,CLB,Gall,Romain,M,48504.0,51885.93,2014
189,POR,Gallego,Bryan,D,36500.0,36750.0,2014
190,DAL,Garcia,Danny,M,55000.0,71000.0,2014
191,RSL,Garcia,Olmes,F,125000.0,125000.0,2014
192,LA,Garcia,Rafael,M,48825.0,48825.0,2014
193,,Gardner,Joshua,M,70000.0,70000.0,2014
194,LA,Gargan,Dan,D,48500.0,48500.0,2014
195,HOU,Garrido,Luis,M,150000.0,150000.0,2014
196,CLB,Gehrig,Eric,M,48825.0,48825.0,2014
197,CLB,George,Kevan,M,48825.0,48825.0,2014
198,RSL,Gil,Luis,M,220000.0,315083.33,2014
199,RSL,Glad,Justen,D,36500.0,47500.0,2014
200,POR,Gleeson,Jake,GK,66000.0,69493.44,2014
201,TOR,Goncalves,Jackson,D,150000.0,202500.0,2014
202,NE,Goncalves,Jose,D,450000.0,479375.0,2014
203,DAL,Gonzalez,Jesse,GK,48500.0,48500.0,2014
204,SEA,Gonzalez,Leonardo,D,150000.0,150000.0,2014
205,LA,Gonzalez,Omar,D,1000000.0,1250000.0,2014
206,MTL,Gonzalez,Santiago,M/F,50000.0,50000.0,2014
207,SJ,Goodson,Clarence,D,315000.0,342000.0,2014
208,LA,Gordon,Alan,F,185000.0,206666.67,2014
209,SJ,Gorlitz,Andreas,D,90000.0,99737.19,2014
210,RSL,Grabavoy,Ned,M,160000.0,175000.0,2014
211,RSL,Grossman,Cole,M,48825.0,48825.0,2014
212,KC,Gruenebaum,Andy,GK,85000.0,85000.0,2014
213,TOR,Hagglund,Nick,D,48500.0,48500.0,2014
214,SEA,Hahnemann,Marcus,GK,65000.0,65000.0,2014
215,COL,Hairston,Marlon,M,70000.0,93000.0,2014
216,TOR,Hall,Jeremy,D,105000.0,115000.0,2014
217,HOU,Hall,Tally,GK,200000.0,213500.0,2014
218,DC,Hamid,Bill,GK,100000.0,114750.0,2014
219,TOR,Hamilton,Jordan,F,60000.0,72500.0,2014
220,SJ,Harden,Ty,D,68250.0,71665.21,2014
221,POR,Harrington,Michael,M-D,125000.0,125000.0,2014
222,SJ,Harris,Atiba,M-F,181500.0,189775.0,2014
223,VAN,Harvey,Jordan,D,123750.0,123750.0,2014
224,DAL,Hedges,Matt,D,120000.0,120000.0,2014
225,TOR,Henry,Doneil,D,75000.0,87083.33,2014
226,NY,Henry,Thierry,F,3750000.0,4350000.0,2014
227,PHI,Hernandez,Cristhian,M,72500.0,74375.0,2014
228,SJ,Hernandez,Jason,D,210000.0,213333.33,2014
229,DAL,Hernandez,Moises,D,48825.0,50450.0,2014
230,CLB,Higuain,Federico,M-F,580000.0,744000.0,2014
231,COL,Hill,Kamani,M,48825.0,48825.0,2014
232,LA,Hoffman,Chandler,F,48500.0,48500.0,2014
233,DAL,Hollingshead,Ryan,M,48500.0,48500.0,2014
234,PHI,Hoppenot,Antoine,F,54450.0,54450.0,2014
235,HOU,Horst,David,D,70000.0,72750.0,2014
236,VAN,Hurtado,Erik,F/M,51150.0,86150.0,2014
237,CHV,Hurtado,Jhon Kennedy,D,210000.0,210000.0,2014
238,LA,Husidic,Baggio,M,90000.0,90000.0,2014
239,CHI,Ianni,Patrick,D,150000.0,150000.0,2014
240,NE,Imbongo,Dimitry,F,112500.0,122375.0,2014
241,DC,Inkoom,Samuel,D,84000.0,103875.0,2014
242,COL,Irwin,Clint,GK,75000.0,87000.0,2014
243,LA,Ishizaki,Stefan,M,200000.0,213000.0,2014
244,NE,Jackson,Larry,GK,36504.0,36504.0,2014
245,MTL,Jackson-Hamel,Anthony,F,36504.0,36504.0,2014
246,NYCFC,Jacobson,Andrew,M,180000.0,180000.0,2014
247,SJ,Jahn,Adam,F,48500.0,48500.0,2014
248,RSL,Jaime,Sebastian,F,216000.0,216000.0,2014
249,LA,Jamieson,Bradford,F,36500.0,36500.0,2014
250,CHV,Jean-Baptiste,Andrew,D,80000.0,95000.0,2014
251,DC,Jeffrey,Jared,M,65000.0,71200.0,2014
252,POR,Jewsbury,Jack,D,115000.0,132500.0,2014
253,CLB,Jimenez,Hector,M,75000.0,75000.0,2014
254,DAL,John,George,D,300000.0,326666.67,2014
255,DC,Johnson,Eddie,F,505000.0,613333.33,2014
256,HOU,Johnson,Jason,F,80000.0,121000.0,2014
257,CHI,Johnson,Sean,GK,250000.0,253000.0,2014
258,POR,Johnson,Will,F,300000.0,325000.0,2014
259,NE,Jones,Jermaine,M,3000000.0,3252500.0,2014
260,NE,Joseph,Shalrie,M,248500.0,294000.0,2014
261,CHI,Joya,Benji,M,48504.0,53504.0,2014
262,KC,Juliao,Igor,D,48500.0,48500.0,2014
263,CHI,Jumper,Hunter,D,48500.0,48500.0,2014
264,LA,Juninho,,M,325000.0,325000.0,2014
265,TOR,Junior,Gilberto,F,1145000.0,1205000.0,2014
266,KC,Kafari,Michael,M,36504.0,36504.0,2014
267,POR,Kah,Pa Modou,D,240000.0,245000.0,2014
268,CHV,Kaji,Akira,D,48504.0,48504.0,2014
269,ORL,Kaka,,M,6660000.0,7167500.0,2014
270,CHI,Kann,Alec,GK,48500.0,48500.0,2014
271,LA,Keane,Robbie,F,4500000.0,4500000.0,2014
272,DAL,Keel,Stephen,D,48825.0,48825.0,2014
273,DC,Kemp,Taylor,D,36504.0,36504.0,2014
274,KC,Kempin,Jonathan,GK,70000.0,77083.33,2014
275,CHV,Kennedy,Dan,GK,211750.0,213416.67,2014
276,NY,Kimura,Kosuke,D,105000.0,105000.0,2014
277,CHI,Kinney,Steven,D,48825.0,48825.0,2014
278,DC,Kitchen,Perry,D,143500.0,228950.0,2014
279,COL,Klute,Chris,D,75000.0,80144.1,2014
280,COL,Knight,Zat,D,120000.0,139583.33,2014
281,NE,Knighton,Brad,GK,78100.0,80700.0,2014
282,SJ,Knutsen,Billy,GK,36504.0,36504.0,2014
283,NE,Kobayashi,Daigo,M,125000.0,136666.67,2014
284,VAN,Koffie,Gershon,M,200000.0,211000.0,2014
285,TOR,Konopka,Chris,GK,60000.0,60000.0,2014
286,DC,Korb,Chris,D,90000.0,97298.33,2014
287,SJ,Koval,JJ,M,48500.0,48500.0,2014
288,SEA,Kovar,Aaron,M,48500.0,48700.0,2014
289,MTL,Krol,Krzysztof,D,153000.0,153000.0,2014
290,KC,Kronberg,Eric,GK,120000.0,120000.0,2014
291,VAN,Laba,Matias,M,300000.0,300000.0,2014
292,COL,LaBrocca,Nick,M,135000.0,153333.33,2014
293,NY,Lade,Connor,D,57750.0,61963.21,2014
294,PHI,Lahoud,Michael,M,99000.0,102333.33,2014
295,CLB,Lampson,Matt,GK,48825.0,48825.0,2014
296,CHI,Larentowicz,Jeff,D,245000.0,251000.0,2014
297,MTL,Larrea,Gorka,M,48500.04,48500.04,2014
298,PHI,Le Toux,Sebastian,M,250000.0,262812.5,2014
299,MTL,Lefevre,Wandrille,M,48500.0,48500.0,2014
300,SJ,Lenhart,Steven,F,250000.0,257500.0,2014
301,VAN,Leveron,Johnny,D,80000.0,91187.5,2014
302,VAN,Lewis,Andre,M,48500.0,53500.0,2014
303,HOU,Lisch,Michael,GK,36504.0,36504.0,2014
304,CHV,Lochhead,Tony,D,125000.0,125000.0,2014
305,SEA,Long,Aaron,M,36504.0,36504.0,2014
306,HOU,Lopez,Alexander,M,90000.0,110000.0,2014
307,RSL,Lopez,Benjamin,F,48500.0,51105.43,2014
308,KC,Lopez,Mikey,M,85000.0,157000.0,2014
309,TOR,Lovitz,Daniel,M,36504.0,36504.0,2014
310,SEA,Lowe,Damion,D,57500.0,68500.0,2014
311,DAL,Loyd,Zach,M,155000.0,176666.67,2014
312,NY,Lozano,Armando,D,120000.0,130000.0,2014
313,DAL,Luccin,Peter,M,75000.0,114333.33,2014
314,NY,Luyindula,Peguy,F,90000.0,90000.0,2014
315,PHI,MacMath,Zac,GK,120000.0,120000.0,2014
316,CHI,Magee,Mike,F,350000.0,417500.0,2014
317,PHI,Maidana,Cristian,F,185000.0,198750.0,2014
318,MTL,Mallace,Calum,M,50848.0,65848.0,2014
319,VAN,Manneh,Kekuta,F,70000.0,99500.0,2014
320,TOR,Mannella,Chris,M,36504.0,36504.0,2014
321,RSL,Mansally,Kenny,F,65000.0,72000.0,2014
322,MTL,Mapp,Justin,M,162250.0,174750.0,2014
323,PHI,Marquez,Richard,D,36504.0,36504.0,2014
324,SEA,Marshall,Chad,D,270000.0,286666.67,2014
325,DC,Martin,Collin,M,55000.0,69166.67,2014
326,COL,Martin,Jose,M,230000.0,261000.0,2014
327,MTL,Martins,Felipe,M,160000.0,192500.0,2014
328,SEA,Martins,Obafemi,F,1620000.0,1753333.33,2014
329,VAN,Mattocks,Darren,F,140000.0,232000.0,2014
330,RSL,Maund,Aaron,D,36500.0,40250.0,2014
331,PHI,Mbolhi,Rais,GK,240000.0,240000.0,2014
332,LA,McBean,Jack,F,48500.0,48500.0,2014
333,NE,McCarthy,Stephen,M,101332.0,132582.0,2014
334,NY,McCarty,Dax,M,200000.0,242500.0,2014
335,MTL,McInerney,Jack,F,230000.0,294166.67,2014
336,POR,McKenzie,Rauwshan,D,48825.0,48825.0,2014
337,PHI,McLaughlin,James,M,66000.0,75000.0,2014
338,CHV,McNamara,Thomas,M,48500.0,60000.0,2014
339,NY,Meara,Ryan,GK,68250.0,69500.0,2014
340,KC,Medranda,Jimmy,M,48504.0,48504.0,2014
341,,Melia,Tim,GK,70000.0,75000.0,2014
342,LA,Mendiola,Raul,F,36500.0,36500.0,2014
343,CLB,Meram,Justin,F,67452.0,91827.0,2014
344,SJ,Meredith,Bryan,GK,48500.0,48500.0,2014
345,MTL,Messoudi,Zakaria,M,36504.0,36504.0,2014
346,LA,Meyer,Tommy,D,50848.0,64598.0,2014
347,VAN,Mezquida,Nicolas,M-F,65000.0,65000.0,2014
348,NY,Miazga,Matt,D,65000.0,71250.0,2014
349,MTL,Miller,Eric,M/D,57500.0,68500.0,2014
350,NY,Miller,Roy,M,200000.0,200000.0,2014
351,CHV,Minda,Oswaldo,M,150000.0,168750.0,2014
352,VAN,Mitchell,Carlyle,D,48825.0,50075.0,2014
353,DAL,Moffat,Adam,M,165000.0,176608.33,2014
354,ORL,Molino,Kevin,M,60000.0,71400.0,2014
355,COL,Moor,Drew,D,235000.0,247000.0,2014
356,TOR,Moore,Luke,F,120000.0,128333.33,2014
357,RSL,Morales,Javier,M,300000.0,300000.0,2014
358,VAN,Morales,Pedro,M,1190000.0,1410900.0,2014
359,TOR,Morgan,Ashtone,D,80000.0,92000.0,2014
360,TOR,Morrow,Justin,D,160000.0,169562.5,2014
361,RSL,Mulholland,Luke,M,55000.0,56250.0,2014
362,COL,Mullan,Brian,M,48500.0,48500.0,2014
363,SJ,Muller,Tommy,D,48500.0,48500.0,2014
364,NE,Mullins,Patrick,F,70000.0,100000.0,2014
365,KC,Munoz,Victor,M,36504.0,36504.0,2014
366,COL,Mwanga,Danny,F,130000.0,171250.0,2014
367,KC,Myers,Chance,D-M,160000.0,185000.0,2014
368,KC,Nagamura,Paulo,M,220000.0,220000.0,2014
369,POR,Nagbe,Darlington,M/F,250000.0,260000.0,2014
370,MTL,Nakajima-Farran,Issey,M,90000.0,110000.0,2014
371,POR,Nanchoff,Michael,M,48825.0,48825.0,2014
372,COL,Nasco,Joe,GK,50000.0,52693.83,2014
373,SEA,Neagle,Lamar,M,110000.0,110000.0,2014
374,DC,Neal,Lewis,M,100000.0,106440.63,2014
375,COL,Neeskens,John,D,42504.0,42504.0,2014
376,NE,Neumann,Stephen,M-F,65000.0,86250.0,2014
377,NE,Nguyen,Lee,M/F,175000.0,193750.0,2014
378,PHI,Nogueira,Vincent,M,330000.0,330000.0,2014
379,CHV,Nwiloh,Michael,D,36504.0,36504.0,2014
380,CHI,Nyarko,Patrick,F,265000.0,284500.0,2014
381,CHI,Nyassi,Sanna,M,147000.0,154625.0,2014
382,NY,Obekop,Marius,M,36500.0,41500.0,2014
383,VAN,O'Brien,Andy,D,250000.0,280000.0,2014
384,SEA,Ockford,Jimmy,D,36504.0,36504.0,2014
385,TOR,Oduro,Dominic,F,250000.0,251666.67,2014
386,SEA,Okoli,Sean,F,48500.0,48750.0,2014
387,PHI,Okugo,Amobi,M,145000.0,228000.0,2014
388,NY,Olave,Jamison,D,280000.0,290000.0,2014
389,KC,Olum,Lawrence,M/D,48825.0,48825.0,2014
390,COL,O'Neill,Shane,M,56250.0,67750.0,2014
391,KC,Opara,Ike,D,97500.0,103750.0,2014
392,DC,Opare,Kofi,D,48500.0,48500.0,2014
393,POR,O'Rourke,Danny,D,55008.0,55008.0,2014
394,TOR,Orr,Bradley,D,75000.0,75000.0,2014
395,TOR,Osorio,Jonathan,M,135000.0,142599.68,2014
396,MTL,Ouimette,Karl,D,48825.0,48825.0,2014
397,VAN,Ousted,David,GK,250000.0,266156.25,2014
398,HOU,Ownby,Brian,M,48825.0,48825.0,2014
399,CLB,Paladini,Daniel,M,75000.0,76666.67,2014
400,CHI,Palmer,Lovel,M,82500.0,87000.0,2014
401,KC,Palmer-Brown,Erik,D,48500.0,49000.0,2014
402,POR,Paparatto,Norbeto,D,100000.0,100000.0,2014
403,SEA,Pappa,Marco,M,75000.0,75000.0,2014
404,DC,Parke,Jeff,D,215000.0,235500.0,2014
405,CLB,Parkhurst,Michael,D,275000.0,300000.0,2014
406,SEA,Parsemain,Kevin,F,48504.0,54486.81,2014
407,CHI,Pause,Logan,M,75000.0,75000.0,2014
408,MTL,Pearce,Heath,D,100000.0,100000.0,2014
409,POR,Peay,Taylor,D,36500.04,36500.04,2014
410,CHV,Pelletieri,Agustin,M,90000.0,90000.0,2014
411,LA,Penedo,Jaime,GK,135000.0,138562.5,2014
412,DAL,Pereira,Michel,M/D,120000.0,141500.0,2014
413,DAL,Perez,Blas,F,335000.0,359250.0,2014
414,SJ,Perez,Matias,M,216000.0,216000.0,2014
415,LA,Perk,Brian,GK,60000.0,63125.0,2014
416,MTL,Perkins,Troy,GK,250000.0,271833.33,2014
417,NY,Perrinelle,Damien,D,100008.0,100008.0,2014
418,KC,Peterson,Jacob,F,110000.0,114833.33,2014
419,PHI,Pfeffer,Zach,M,75000.0,85000.0,2014
420,MTL,Piatti,Ignacio,M,387500.0,387500.0,2014
421,SJ,Pierazzi,Jean Baptiste,M,240000.0,240000.0,2014
422,COL,Piermayr,Thomas,D,70008.0,74429.56,2014
423,SEA,Pineda,Gonzalo,M,80000.0,80000.0,2014
424,CHI,Pineda,Victor,M,60000.0,66742.42,2014
425,SJ,Pintos,Pablo,D,60000.0,122500.0,2014
426,RSL,Plata,Joao,F,70000.0,70000.0,2014
427,CLB,Pogatetz,Emanuel,D,360000.0,372500.0,2014
428,CHI,Pongolle,Florent,F,72000.0,81000.0,2014
429,DC,Pontius,Chris,M-F,350000.0,381000.0,2014
430,DC,Porter,Kyle,M,52313.0,60955.71,2014
431,POR,Powell,Alvas,D,48828.0,48828.0,2014
432,COL,Powers,Dillon,M,95150.0,127650.0,2014
433,ORL,Redding,Tommy,D,36500.0,44000.0,2014
434,SEA,Remick,Dylan,D,36500.0,36500.0,2014
435,CHV,Reo-Coker,Nigel,D-M,400000.0,446500.0,2014
436,CHI,Reynish,Kyle,GK,74000.0,78316.67,2014
437,PHI,Ribeiro,Pedro,M,36504.0,36504.0,2014
438,LA,Ribeiro Da Silva,Leonardo,D,105000.0,105000.0,2014
439,TOR,Richter,Ryan,F,48500.0,48500.0,2014
440,POR,Ricketts,Donovan,GK,260000.0,260000.0,2014
441,POR,Ridgewell,Liam,D,1200000.0,1200000.0,2014
442,LA,Riley,James,D,80000.0,80000.0,2014
443,RSL,Rimando,Nick,GK,225000.0,235833.33,2014
444,CHI,Ritter,Chris,M,48500.0,48500.0,2014
445,CHV,Rivero,Martin,M,50004.0,50004.0,2014
446,TOR,Roberts,Quillan,GK,36504.0,36504.0,2014
447,DC,Robinson,Jalen,D,55000.0,67000.0,2014
448,NY,Robles,Luis,GK,100000.0,125000.0,2014
449,MTL,Rodriguez,Adrian Lopez,D,240000.0,291250.0,2014
450,LA,Rogers,Robbie,F,160000.0,167500.0,2014
451,DC,Rolfe,Chris,F,210000.0,225000.0,2014
452,MTL,Romero,Andres,F,60000.0,60000.0,2014
453,VAN,Rosales,Mauro,M,450000.0,450000.0,2014
454,SEA,Rose,Andy,M,48825.0,48825.0,2014
