,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
115,TFC,Frei,Stefan,GK,65000.0,120000.0,2009
116,SEA,Fucito,Michael,M,20100.0,20100.0,2009
117,TFC,Gala,Gabe,D-M,20100.0,20100.0,2009
118,CHV,Galindo,Maykel,F,87725.0,87725.0,2009
119,NY,Garcia,Walter Ariel,D,36000.0,36000.0,2009
120,HOU,Garcia,Felix,F,65000.0,99000.0,2009
121,TFC,Garcia,Nick,D,190000.0,198750.0,2009
122,CLB,Garey,Jason,F,52937.5,65437.5,2009
123,CLB,Gaven,Eddie,M-F,173250.0,173250.0,2009
124,TFC,Gerba,Ali,F,144996.0,177433.5,2009
125,COL,Gibbs,Cory,D,110000.0,117142.86,2009
126,SJ,Glen,Cornell,F,73020.0,87895.0,2009
127,NY,Goldthwaite,Kevin,D,102000.0,111000.0,2009
128,TFC,Gomez,Emmanuel,D,35700.0,41300.0,2009
129,KC,Gomez,Herculez,M-F,54408.38,54408.38,2009
130,DC,Gomez,Christian,M,255000.0,321250.0,2009
131,RSL,Gonzalez,Nelson,M-F,36000.0,36000.0,2009
132,SEA,Gonzalez,Leonardo,D,48000.0,48000.0,2009
133,LA,Gonzalez,Omar,D,65000.0,142000.0,2009
134,LA,Gordon,Alan,F,79754.4,79754.4,2009
135,RSL,Grabavoy,Ned,M,83600.0,83600.0,2009
136,SJ,Graczyk,Mike,GK,20100.0,20100.0,2009
137,SEA,Graham,Taylor,D,55000.0,55000.0,2009
138,CLB,Grendi,Alex,M,20100.0,20100.0,2009
139,LA,Griffin,Leonard,D,37000.0,39500.0,2009
140,CLB,Gruenebaum,Andy,GK,34650.0,34650.0,2009
141,DAL,Guarda,Bruno,M,70000.0,90500.0,2009
142,TFC,Guevara,Amado,M,300000.0,323750.0,2009
143,Pool,Guppy,Kevin,GK,20100.0,20100.0,2009
144,DC,Habarugira,David,D,48000.0,55500.0,2009
145,HOU,Hainault,Andre,D,42000.0,55125.0,2009
146,HOU,Hall,Tally,GK,45000.0,54375.0,2009
147,NY,Hall,Jeremy,M,55000.0,104000.0,2009
148,DC,Hamid,Bill,GK,20100.0,26766.66,2009
149,COL,Harden,Ty,D,34008.0,34008.0,2009
150,CHV,Harmse,Kevin,D-M,79200.0,79200.0,2009
151,KC,Harrington,Michael,M-D,64560.0,82060.0,2009
152,DAL,Harris,Atiba,M-F,62700.0,65700.0,2009
153,KC,Hartman,Kevin,GK,165000.0,165000.0,2009
154,COL,Harvey,Jordan,D,50000.0,51250.0,2009
155,HOU,Hayden,John-Michael,M,20100.0,20100.0,2009
156,NE,Heaps,Jay,D,120000.0,126000.0,2009
157,CLB,Hejduk,Frankie,D,150000.0,175000.0,2009
158,KC,Hercegfalvi,Zoltan,F,168000.0,168000.0,2009
159,DAL,Hernandez,Daniel,M-D,35352.0,42852.0,2009
160,SJ,Hernandez,Jason,D,100000.0,100000.0,2009
161,CLB,Hesmer,William,GK,77000.0,77000.0,2009
162,KC,Hirsig,Santiago,M,75000.0,75000.0,2009
163,KC,Hohlbein,Aaron,D,34650.0,34650.0,2009
164,HOU,Holden,Stuart,M,34728.75,34728.75,2009
165,COL,Holody,Michael,D,20100.0,20100.0,2009
166,RSL,Horst,David,D,34000.0,34000.0,2009
167,SJ,Huckerby,Darren,F,360000.0,385000.0,2009
168,SEA,Hurtado,John Kennedy,D,36000.0,37000.0,2009
169,CHI,Husidic,Baggio,M,55000.0,97000.0,2009
170,SEA,Ianni,Patrick,D,72000.0,72000.0,2009
171,TFC,Ibrahim,Fuad,F,75000.0,108000.0,2009
172,NE,Igwe,Amaechi,D,75000.0,108000.0,2009
173,DAL,Ihemelu,Ugo,D,140000.0,140000.0,2009
174,CLB,Iro,Andy,D,45100.0,62600.0,2009
175,DC,Jacobson,Andrew,M,34000.0,34000.0,2009
176,DC,Jakovic,Dejan,D,90000.0,108812.5,2009
177,DC,James,Julius,D,42350.0,51100.0,2009
178,DC,Janicki,Greg,D,34000.0,34000.0,2009
179,NE,Jankauskas,Edgaras,F,240000.0,240000.0,2009
180,SEA,Jaqua,Nate,F,189996.0,208121.0,2009
181,CHV,Jazic,Ante,D,90000.0,98500.0,2009
182,KC,Jewsbury,Jack,D,130000.0,139125.0,2009
183,DC,John,Avery,D,60000.0,63625.0,2009
184,DAL,John,George,D,34008.0,34008.0,2009
185,RSL,Johnson,Will,F,51200.0,64771.43,2009
186,SJ,Johnson,Ryan,M,70000.0,70000.0,2009
187,NY,Johnson,Carlos,D,90000.0,110750.0,2009
188,LA,Jordan,Bryan,F,34000.0,34000.0,2009
189,NE,Joseph,Shalrie,M,425000.0,450000.0,2009
190,KC,Kamara,Kei,F,55385.0,65385.0,2009
191,NY,Kandji,Macoumba,F,70000.0,90988.37,2009
192,SEA,Keller,Kasey,GK,300000.0,300000.0,2009
193,CHV,Kennedy,Dan,GK,50000.0,50000.0,2009
194,DC,Khumalo,Thabiso,M-F,34650.0,34650.0,2009
195,COL,Kimura,Kosuke,D,52500.0,52500.0,2009
196,SEA,King,Stephen,M,34000.0,34000.0,2009
197,LA,Kirovski,Jovan,F,80000.0,80000.0,2009
198,LA,Klein,Chris,D,175000.0,175000.0,2009
199,CHV,Kljestan,Sacha,M,170000.0,203000.0,2009
200,NE,Knighton,Brad,GK,34000.0,34000.0,2009
201,DC,Kocic,Milos,GK,20100.0,20100.0,2009
202,LA,Kovalenko,Dema,M,130000.0,137618.75,2009
203,KC,Kraus,Michael,M-F,34000.0,34000.0,2009
204,KC,Kronberg,Eric,GK,34650.0,34650.0,2009
205,NY,Krupnik,Leonid,D,144000.0,144000.0,2009
206,COL,LaBrocca,Nick,M,70000.0,72500.0,2009
207,CHV,Lahoud,Michael,M,36000.0,45375.0,2009
208,DAL,Lambo,Josh,GK,70000.0,103000.0,2009
209,HOU,Landin,Luis Angel,F,120000.0,120000.0,2009
210,NE,Larentowicz,Jeff,M,34650.0,34650.0,2009
211,SEA,Le Toux,Sebastian,M,100000.0,112000.0,2009
212,KC,Leathers,Jonathan,D,34000.0,34000.0,2009
213,SJ,Leitch,Chris,D,87000.0,87000.0,2009
214,CLB,Lenhart,Steven,F,34000.0,36333.34,2009
215,SEA,Levesque,Roger,F,40008.0,40008.0,2009
216,LA,Lewis,Eddie,M,160008.0,165722.29,2009
217,DAL,Leyva,Bryan,M,45000.0,75833.32,2009
218,CHV,Lillingston,Eduardo,F,96000.0,96000.0,2009
219,SEA,Ljungberg,Fredrik,M,1300000.0,1314000.0,2009
220,KC,Lopez,Claudio,F,180000.0,180000.0,2009
221,CHI,Lowry,Peter,F-M,20100.0,20100.0,2009
222,SJ,Luiz Moreira,Andre,M,36000.0,36000.0,2009
223,LA,Magee,Mike,F,70000.0,72500.0,2009
224,NE,Mansally,Abdoulie,F-M,34650.0,34650.0,2009
225,CHI,Mapp,Justin,M,220000.0,255000.0,2009
226,DAL,Marosevic,Peri,F,55000.0,104000.0,2009
227,KC,Marquess,Matt,D,20100.0,20100.0,2009
228,CHV,Marsch,Jesse,M,165000.0,174375.0,2009
229,LA,Marshall,Yohance,D,20100.0,20100.0,2009
230,SEA,Marshall,Tyrone,D,157500.0,161250.0,2009
231,CLB,Marshall,Chad,D,250000.0,320000.0,2009
232,COL,Mastroeni,Pablo,M-D,255000.0,300500.0,2009
233,RSL,Mathis,Clint,M,115000.0,115000.0,2009
234,CHV,Mayen,Gerson,M,20100.0,20100.0,2009
235,NY,M'Buta,Matthew,M,20100.0,20100.0,2009
236,CHI,McBride,Brian,F,360000.0,385333.33,2009
237,DAL,McCarty,Dax,M,55605.0,68105.0,2009
238,SJ,McDonald,Brandon,M,20100.0,20100.0,2009
239,KC,McKenzie,Rauwshan,D,34008.0,34008.0,2009
240,DC,McTavish,Devon,D-M,50000.0,52500.0,2009
241,NY,Mendes,Carlos,D,85000.0,88125.0,2009
242,LA,Miglioranzi,Stefani,M,69999.96,79499.96,2009
243,CLB,Moffat,Adam,M,48000.0,48000.0,2009
244,SEA,Montero,Fredy,F,155000.0,155000.0,2009
245,COL,Moor,Drew,D,132000.0,149188.89,2009
246,RSL,Morales,Javier,M,150000.0,200000.0,2009
247,CLB,Moreno,Alejandro,F,132300.0,137300.0,2009
248,DC,Moreno,Jaime,F,350000.0,355000.0,2009
249,KC,Morsink,Kurt,M,34650.0,34650.0,2009
250,RSL,Movsisyan,Yura,F,60582.5,70582.5,2009
251,HOU,Mullan,Brian,M,171000.0,180312.5,2009
252,HOU,Mulrooney,Richard,M,165375.0,165375.0,2009
253,KC,Myers,Chance,D-M,70000.0,130000.0,2009
254,CHI,Myrie,Dave,D,34000.0,34000.0,2009
255,CHV,Nagamura,Paulo,M,98398.13,98398.13,2009
256,DC,Namoff,Bryan,D,100000.0,105000.0,2009
257,SEA,Neagle,Lamar,M,15300.0,15300.0,2009
258,RSL,Nimo,Alex,F-M,70000.0,103000.0,2009
259,COL,Noonan,Pat,F,175008.0,175008.0,2009
260,DC,N'Silu,Ange,F,65004.0,76254.0,2009
261,RSL,Nunez,Tino,M,20100.0,20100.0,2009
262,CHI,Nyarko,Patrick,F,80000.0,160000.0,2009
263,SEA,Nyassi,Sanna,M,20100.0,20100.0,2009
264,NE,Nyassi,Sainey,M,34650.0,34650.0,2009
265,CLB,Nyazamba,Stanley,F,34000.0,34000.0,2009
266,COL,O'Brien,Ciaran,M,70000.0,103750.0,2009
267,HOU,Oduro,Dominic,F,34650.0,34650.0,2009
268,NY,Oebster,Ernst,M,36000.0,36000.0,2009
269,RSL,Olave,Jamison,D,157500.0,172500.0,2009
270,DC,Olsen,Ben,M,225000.0,225000.0,2009
271,NE,Ombiogno,Stephane,F,35652.0,43777.0,2009
272,HOU,Onstad,Pat,GK,181650.0,181650.0,2009
273,CLB,O'Rourke,Danny,D,90000.0,102500.0,2009
274,NE,Osei,Emmanuel,D,45000.0,50625.0,2009
275,CLB,Oughton,Duncan,D,42492.0,42492.0,2009
276,CHV,Padilla,Jesus Andres,F,36000.0,36000.0,2009
277,CLB,Padula,Gino,D,150000.0,175000.0,2009
278,COL,Palguta,Scott,D,54999.96,54999.96,2009
279,CHI,Pappa,Marco,M,42000.0,42000.0,2009
280,KC,Pardo,Boris,GK,20100.0,20100.0,2009
281,CHV,Parker,Lance,GK,20100.0,20100.0,2009
282,LA,Patterson,Kyle,M,20100.0,20100.0,2009
283,CHI,Pause,Logan,M,145000.0,153125.0,2009
284,DAL,Pearce,Heath,D,48000.0,57500.0,2009
285,COL,Peterson,Jacob,F,100000.0,118750.0,2009
286,NY,Petke,Mike,D,80000.04,80000.04,2009
287,NE,Phelan,Pat,M,34650.0,34650.0,2009
288,COL,Pickens,Matt,GK,125000.0,127500.0,2009
289,SJ,Pitchkolan,Aaron,D,50000.0,51250.0,2009
290,DC,Pontius,Chris,M-F,36000.0,66000.0,2009
291,CHI,Prideaux,Brandon,D,75600.0,75600.0,2009
292,DAL,Purdy,Steven,D,40000.0,40000.0,2009
293,DC,Quaranta,Santino,M-F,70000.0,72500.0,2009
294,NE,Ralston,Steve,F-M,150000.0,150000.0,2009
295,CHV,Razov,Ante,F,140000.0,147750.0,2009
296,NE,Reis,Matt,GK,173343.75,173343.75,2009
297,CLB,Renteria,Emilio,F,90000.0,91875.0,2009
298,RSL,Reynish,Kyle,GK,34000.0,34000.0,2009
299,SJ,Ribeiro,Antonio,M,51000.0,51000.0,2009
300,DAL,Ricchetti,Pablo,M,145200.0,151825.0,2009
301,NY,Richards,Dane,M-F,125000.0,136500.0,2009
302,LA,Ricketts,Donovan,GK,150000.0,150000.0,2009
303,SEA,Riley,James,D,69000.0,72625.0,2009
304,RSL,Rimando,Nick,GK,105000.0,116000.0,2009
305,SJ,Roberts,Jamil,D,20100.0,20100.0,2009
306,CHI,Robinson,Dasan,D,46856.25,46856.25,2009
307,HOU,Robinson,Eddie,D,137812.5,137812.5,2009
308,TFC,Robinson,Carl,M,300000.0,315000.0,2009
309,DAL,Rocha,Andre,M,140000.0,140000.0,2009
310,CLB,Rogers,Robbie,M-F,92500.0,92500.0,2009
311,NY,Rojas,Jorge,M,120000.0,130000.0,2009
312,CHI,Rolfe,Chris,F,95550.0,100250.0,2009
313,Pool,Rueckner,Bryant,GK,34000.0,34000.0,2009
314,RSL,Russell,Robbie,D-M,97583.5,103334.93,2009
315,DAL,Sala,Dario,GK,140000.0,158125.0,2009
316,SJ,Salinas,Shea,M,36300.0,36300.0,2009
317,SJ,Sanchez,Ramon,M,72000.0,82050.0,2009
318,LA,Sanneh,Tony,D,84000.0,85250.0,2009
319,CHV,Santos,Maicon,F,84000.0,84000.0,2009
320,CHV,Saragosa,Marcelo,D-M,120000.0,124285.71,2009
321,NY,Sassano,Luke,M-D,34000.0,34000.0,2009
322,LA,Saunders,Josh,GK,41340.0,44473.75,2009
323,TFC,Sayang,Amadou,D,34008.0,40563.55,2009
324,CLB,Schelotto,Guillermo Barros,F-M,650000.0,775000.0,2009
325,CLB,Schoeni,Kenny,GK,34000.0,34000.0,2009
326,COL,Schunk,Ross,F,20100.0,20100.0,2009
327,SEA,Scott,Zach,D,40008.0,40008.0,2009
328,CHI,Segares,Gonzalo,D,61519.5,64019.5,2009
329,RSL,Seitz,Chris,GK,75000.0,110500.0,2009
330,TFC,Serioux,Adrian,D,119070.0,131570.0,2009
331,LA,Sesay,Israel,F,70000.0,102083.33,2009
332,Pool,Sharpe,Christopher,GK,34000.0,34000.0,2009
333,DAL,Shea,Brek,M-D,70000.0,103000.0,2009
334,DC,Shipalane,Tiyiselani,M,15300.0,16300.0,2009
335,NE,Shuttleworth,Robert,GK,20100.0,20100.0,2009
336,DC,Simms,Clyde,M,150000.0,156000.0,2009
337,COL,Smith,Jamie,M,159600.0,169600.0,2009
338,KC,Souter,Kevin,M,34000.0,34000.0,2009
339,NY,Stammler,Seth,M,118000.0,118000.0,2009
340,CHV,Stepanovic,Bojan,M,120000.0,121750.0,2009
341,SEA,Sturgis,Nathan,M,100000.0,133000.0,2009
342,CHV,Suarez,Claudio,D,75000.0,75000.0,2009
343,DC,Szetela,Danny,M,90000.0,90000.0,2009
344,CHV,Talley,Carey,D,128256.0,128256.0,2009
345,CHV,Thomas,Shavar,D,104500.0,108250.0,2009
346,NE,Thompson,Wells,M,34650.0,34650.0,2009
347,HOU,Thompson,Abe,F,60000.0,63625.0,2009
348,CHV,Thornton,Zach,GK,52500.0,55000.0,2009
349,CHI,Thorrington,John,M,63000.0,64875.0,2009
350,NE,Tierney,Chris,D-M,34000.0,34000.0,2009
351,DAL,Torres,Daniel,D,100000.0,110000.0,2009
352,CHV,Trujillo,Mariano,M,90000.0,90000.0,2009
353,NE,Twellman,Taylor,F,395000.0,420000.0,2009
354,NY,Ubiparipovic,Sinisa,M,34650.0,34650.0,2009
355,HOU,Ustruck,Erik,F,20100.0,20100.0,2009
356,SEA,Vagenas,Peter,M,158400.0,158400.0,2009
357,LA,Valentin,Julian,D,36000.0,36000.0,2009
358,COL,Valentino,Rob,D,39600.0,57100.0,2009
359,DAL,Van Den Bergh,Dave,M,210000.0,227000.0,2009
360,DC,Vaughn,Lawson,D,34650.0,34650.0,2009
361,CHV,Victorine,Sasha,M,125000.0,135000.0,2009
362,NE,Videira,Michael,M,34000.0,34000.0,2009
363,TFC,Vitti,Pablo,M-F,288000.0,303000.0,2009
364,DAL,Wagner,Blake,D,50930.0,63430.0,2009
365,SEA,Wahl,Tyson,D,34650.0,34650.0,2009
366,HOU,Waibel,Craig,D,77008.8,77008.8,2009
367,DC,Wallace,Rodney,M-D,55000.0,104000.0,2009
368,DAL,Wallace,Anthony,D-M,75000.0,108000.0,2009
369,CHI,Ward,Tim,D,45000.0,45000.0,2009
370,CHI,Washington,Austin,D,20100.0,20100.0,2009
371,KC,Watson,Lance,M,34000.0,34000.0,2009
372,HOU,Weaver,Cam,F,64980.0,73230.0,2009
373,SJ,Weber,Andrew,GK,37500.0,37500.0,2009
374,TFC,White,O'Brian,F,36000.0,113000.0,2009
375,DC,Wicks,Josh,GK,42000.0,42000.0,2009
376,RSL,Williams,Andy,M,84000.0,84000.0,2009
377,RSL,Wingert,Chris,D,105000.0,105000.0,2009
378,KC,Wolff,Josh,F,200004.0,200004.0,2009
379,NY,Wolyniec,John,F,80000.0,80000.0,2009
380,SJ,Wondolowski,Chris,M,34650.0,34650.0,2009
381,CHI,Woolard,Daniel,D,34000.0,34000.0,2009
382,TFC,Wynne,Marvell,D,57000.0,159500.0,2009
383,SJ,Zaher,Michael,D,20100.0,20100.0,2009
384,SEA,Zakuani,Steve,F,65000.0,163000.0,2009
385,CHV,Zamora,Cesar,M,20100.0,20100.0,2009
386,CLB,Zayner,Jed,D,39930.0,47430.0,2009
387,NY,Zimmerman,Nick,D,20100.0,20100.0,2009
388,KC,Zusi,Graham,F-M,34008.0,34008.0,2009
